ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
6140,1,1,2,0,1,2,2,1,0,1,1,0,2,0,1,1,1,1,0,0,1,1,2,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,2,1
19018,0,1,1,2,0,1,1,2,1,1,0,0,0,1,2,1,0,2,0,0,1,1,2,0,1,0,1,0,2,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,1,1,1,0,2,0,0
27757,0,0,2,1,0,2,0,2,2,1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,2,1,0,2,0,2,0,1,0,2,2,1,0,2,2,1
8833,0,0,0,0,1,2,1,0,2,0,0,1,0,0,1,0,0,2,0,2,2,1,0,1,0,1,1,0,0,0,1,1,0,0,1,2,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0
37094,1,0,1,1,0,1,1,0,1,0,0,0,2,1,2,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,1,2,1,0,2,2,0,1,1,0,0,2,2,0,2,1,0,1,1,1,1
48162,1,1,2,0,1,2,2,2,2,1,0,0,2,0,1,1,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,2,2,1,1,0,0,1,2,1,0,2,2,1,0,1,2,0
16639,1,0,1,2,0,0,2,1,0,0,1,0,1,0,1,1,1,0,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,1,2,0,0
10836,1,0,2,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,2,0,1,0,0,2,1,1,1,2,1,0,1,0,0,1,0,0,1,0
4427,1,1,1,2,0,1,0,2,2,0,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,2,1,0,1,2,0,0,0,1,2,0,0,0,0,2,0,0,1,1,1
22327,1,1,2,2,0,1,1,2,1,0,1,0,2,1,2,0,0,0,1,2,2,1,1,1,0,1,0,0,2,1,1,2,1,0,2,2,1,0,1,1,2,2,1,1,2,2,0,0,1,0,1
35459,0,1,2,2,0,0,2,1,0,1,1,1,0,1,0,0,1,0,0,2,1,0,0,1,1,0,0,0,2,1,1,0,0,0,2,2,1,0,1,1,0,2,2,1,0,0,1,0,1,2,1
23809,0,0,1,0,0,1,2,0,2,0,1,1,2,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,2,0,2,0,0,0,0,2,0
48332,0,0,0,2,0,1,0,2,2,0,1,1,1,0,2,1,0,0,1,1,0,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,1,0,1,1,2,0,0,1,0,1,0,1,2,2,0
42492,0,1,1,2,1,2,1,1,2,0,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,2,1,0,2,1,0,2,2,1,0,1,0,2,0,0,0,1,2,0,0,2,1,0
41362,0,1,2,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,2,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,2,0,1,1,1,0,1,1,1,1
47225,0,0,2,2,0,2,0,2,0,1,1,1,1,0,0,1,1,2,1,0,2,1,0,1,0,1,0,0,2,1,1,1,0,0,2,2,0,0,1,1,1,2,0,2,2,0,1,1,0,0,0
23612,0,1,2,0,1,1,2,0,0,1,1,0,0,0,2,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,1,2,0,1,2,2,2,1,1,0,2,0,0,0,2,1,1,1,2,0,1
45441,0,0,2,2,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,1,2,2,0,2,0,1,1,0,1,0
21013,0,0,0,1,0,2,1,0,2,0,1,1,0,1,2,0,0,2,1,0,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,0,2,1,1,0,1,1,0,1,1,0,1,0,2,1,0
18798,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,2,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,2,1,1,2,1,1,1,0,0,0,2,1,1
30110,1,0,2,1,1,2,0,2,0,1,1,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,2,2,1,0,1,1,0,0,2,1
22693,1,0,2,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,2,0,1,0,2,1,0,0,1,1,0,1,0,1,0
21556,0,1,0,0,1,0,2,0,2,1,0,1,2,0,0,1,2,2,1,1,0,1,1,1,1,0,1,0,1,1,1,2,0,1,2,0,2,1,0,1,0,1,2,0,1,0,0,0,0,2,1
21665,1,0,2,2,1,2,2,0,1,0,1,1,0,0,1,0,2,2,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0,0,1,2,2,0,1,1,2,2,2,1,2,2,0,0,1,2,0
35063,1,0,2,2,0,2,1,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,2,0,1,0,1,0,0,1,1,2,0,0,2,1,1,0,0,1,1,1,0,0,2,1,1,1,2,1,1
38607,0,1,0,2,0,2,2,1,0,0,0,0,1,0,2,1,2,2,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2,1,1,2,2,2,2,2,1,1,0,1,0
42015,1,1,1,2,0,2,1,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,2,0,1,1,0,0,1,1,0,2,0,0,2,0,2,0,0,1,1,2,0,2,2,2,0,1,0,0,0
14572,1,1,0,0,0,2,2,0,1,1,1,0,1,1,1,1,0,1,0,2,0,1,2,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0
31214,0,1,1,1,0,2,0,2,2,0,1,1,2,0,1,1,0,2,1,2,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,2,1,1,2,1,2,2,0,0,1,0,0,1,0,1,1
19227,1,1,0,1,0,2,0,0,1,1,1,0,0,1,2,1,2,2,0,1,2,0,2,0,1,0,1,1,2,1,0,1,1,1,2,2,0,1,1,1,1,1,1,1,0,2,0,0,2,0,1
31892,1,0,0,2,1,2,0,1,0,0,0,1,1,1,2,1,1,0,0,0,2,0,1,0,1,0,1,0,2,0,1,2,0,1,1,0,2,1,2,1,1,0,0,0,1,1,0,0,2,2,1
18931,0,0,1,1,0,1,1,2,2,1,1,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,2,1,1,1,1,2,1,1,0,2,0,0,2,1,0
29246,1,0,0,2,0,1,1,2,1,1,1,0,1,1,2,1,2,1,1,2,0,0,0,1,1,1,1,0,2,1,1,2,0,1,2,2,2,1,0,1,2,1,0,0,2,0,1,1,0,2,0
7458,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,2,2,1,0,1,1,0,1,0,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,2,0,2,1,1,0,0,1
9908,0,0,2,2,0,0,2,0,1,1,0,0,0,0,1,1,2,0,1,2,1,0,1,0,0,1,1,1,0,1,0,1,1,0,2,2,0,1,2,1,0,1,1,0,1,0,0,1,0,1,1
48733,0,1,1,2,1,2,2,0,2,1,0,1,0,1,1,1,0,2,0,0,2,1,1,1,1,0,1,1,2,0,0,2,0,1,1,2,1,0,1,1,0,2,0,2,2,0,0,0,1,0,1
24696,0,1,0,1,1,1,1,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,2,2,1,0,2,0,0,2,2,0
13021,0,0,1,2,0,2,2,0,1,1,1,1,2,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,2,0,1,0,0,0,1,2,0,1,0,1,1,1,1,1,1,0,0,0,0,2,0
31516,1,1,0,1,0,0,0,2,1,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,2,0,2,0,1,0,0,1,2,1
7652,0,0,0,0,1,0,0,0,2,0,0,0,1,1,2,1,2,2,1,2,2,1,2,0,1,0,0,1,1,1,0,0,0,0,1,2,2,1,1,0,1,2,1,1,0,1,1,1,1,0,1
21270,1,1,2,1,1,2,0,0,1,1,0,0,1,0,1,1,1,2,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,0,1,2,1,1,2,1,0,0,1,0,1,1,0,0
30302,0,0,1,2,0,1,0,2,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,2,1,0,1,1,1,1,2,1,1,1,1,0,0,2,0,1,1,1,1
41716,1,0,0,1,1,0,0,2,2,0,1,1,2,1,0,1,0,2,0,1,1,0,1,1,1,1,0,0,2,1,0,0,1,0,2,0,0,0,1,1,0,0,2,1,1,0,0,0,0,2,0
33260,1,0,1,1,1,2,1,0,1,0,0,1,2,1,1,1,2,2,0,1,0,0,2,1,0,1,0,0,1,1,0,1,1,0,2,1,2,0,2,1,2,1,1,0,1,1,0,0,0,2,0
33695,1,0,2,2,0,0,0,2,1,1,0,1,1,1,1,0,0,0,0,2,2,0,2,0,0,1,0,1,2,1,1,2,0,0,0,2,1,1,2,0,2,2,1,2,2,2,0,0,1,1,1
28738,0,1,2,1,1,0,0,1,2,0,1,1,1,1,0,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,2,0,0,1,0,0,2,2,0,1,1,0,0
40600,1,1,2,2,0,1,1,1,0,0,1,0,2,1,1,0,1,0,1,1,2,1,0,1,1,1,1,0,1,0,1,2,0,0,2,2,2,0,1,0,0,1,2,0,2,0,1,0,0,1,1
19676,1,0,0,2,1,2,0,1,1,0,1,0,2,1,1,1,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2,1
23463,0,0,0,1,1,1,0,2,0,1,0,1,1,0,1,0,2,1,0,1,0,1,1,1,0,1,1,0,1,1,0,2,0,0,1,1,2,1,2,1,0,2,1,2,0,2,1,1,0,0,0
22088,0,1,0,2,0,0,0,0,2,0,0,0,2,0,1,1,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,1,1,2,1,0,0,2,0,1
1200,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,2,2,1,2,1,1,1,1,2,2,0,0,1,0,0,0
26438,1,0,1,2,0,0,0,2,1,0,0,0,0,1,0,1,2,1,1,0,1,0,2,0,1,1,0,0,0,0,0,2,0,0,2,1,1,0,1,1,0,2,0,1,2,2,0,0,0,2,1
39720,1,0,0,1,0,1,0,0,2,1,0,1,1,1,2,1,0,2,0,2,1,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,1,1,1,2,0,2,0,2,1,1,0,1,0
30136,0,0,0,0,0,1,0,2,1,1,0,0,0,1,2,1,2,0,0,0,1,1,2,0,1,0,0,0,1,1,1,2,0,0,1,2,2,0,1,1,2,2,2,0,0,0,1,0,0,2,1
18954,0,0,2,1,1,0,1,0,0,0,0,0,0,1,2,1,0,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0,2,2,1,0,0,2,0,0
32953,1,0,2,1,1,0,0,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,2,0,0,1,1,0,2,1,1,1,0,1,1,0,0,1
44572,0,1,0,0,0,1,1,2,1,0,0,0,2,0,1,0,1,2,0,1,1,0,2,1,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,2,1,2,0,0,0,0,1
7377,0,1,0,2,1,2,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,1,1,0,0,1
5078,0,0,1,2,1,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,0,1,0,1,1,1,1,0,1,1,0,0,0,1,2,2,0,1,1,2,1,0,1,2,2,1,0,0,2,1
19175,1,1,1,0,1,0,0,1,2,1,0,0,2,0,2,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,2,0,1,1,0,1,0,0,0,1
22191,1,0,2,1,0,1,2,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,2,0,1
46389,0,1,1,1,1,2,0,2,2,0,0,1,2,1,0,1,1,2,1,1,2,0,2,1,1,1,0,1,0,1,1,2,1,0,2,0,0,1,0,0,2,2,0,0,0,0,1,1,0,2,1
49207,1,0,0,0,1,0,2,2,1,1,0,0,2,1,2,1,1,2,1,0,0,1,2,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,2,0
47590,0,1,0,2,1,2,0,2,0,1,1,1,2,1,0,0,0,1,0,2,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,2,0,2,0,0,2,1,0,1,1,0,0,2,0,1
21388,0,0,0,0,1,1,0,2,1,1,1,0,0,0,2,0,1,0,1,2,2,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,2,0,1,1,0,1,1,2,1,2,1,1,2,1,1
33510,1,0,2,0,0,2,0,2,1,1,1,0,1,1,0,1,2,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,2,0,1
26415,1,1,2,2,0,0,2,0,0,0,0,0,2,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,2,1,1,0,1,1,2,0,1,0,2,0,2,2,0,1,2,2,1,1,1,2,0
29120,1,1,0,2,1,2,1,2,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,2,1,0,0,0,0,1,1,0,1,2,1,2,2,1,1,2,2,0,1,2,2,1
13420,1,0,2,1,0,0,1,0,1,1,0,0,2,1,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,2,0,1,0,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1
46712,0,1,0,2,1,2,1,1,2,0,1,0,2,1,1,1,0,0,0,2,2,1,1,0,0,1,1,1,0,1,0,0,1,0,2,0,0,0,2,0,0,2,0,2,2,0,1,1,0,1,0
9846,1,0,2,0,0,1,0,0,1,1,1,0,2,0,2,0,0,0,1,2,2,0,0,1,1,0,0,1,0,0,0,1,1,1,1,2,1,0,2,0,2,2,2,0,1,0,0,1,2,1,1
24748,0,1,1,0,0,2,2,2,0,1,1,0,2,0,1,0,2,0,1,2,0,1,0,0,0,1,0,0,2,1,0,2,1,0,1,0,0,0,2,0,0,1,1,1,1,0,0,0,1,1,0
35526,1,0,1,2,0,0,1,2,2,1,1,1,0,1,0,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,2,1,0,2,0,2,0,1,1,0,2,2,1,0,2,1,0,0,0,0
33488,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,2,0,0,0,0,1,0,0,0,2,1,1,1,0,0,2,2,1,0,1,1,1,2,2,2,1,2,0,1,0,0,1
3411,0,1,1,1,0,1,0,1,0,1,0,1,1,1,2,0,1,1,0,2,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2,2,0,0,0,1,2,0,1,1,1,0,0,1,0,1
12068,0,1,2,0,0,0,0,2,0,0,1,0,0,1,1,1,1,0,1,2,1,1,2,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,0,1,2,2,0,1,2,0,1,0,2,1
15432,0,0,2,0,1,1,0,2,1,0,0,0,1,1,0,0,2,1,0,2,0,0,1,1,1,1,1,1,0,0,1,2,0,0,1,2,2,0,2,0,2,2,0,2,2,0,0,1,0,2,0
41359,0,1,1,1,0,2,2,1,2,0,1,1,1,0,1,1,2,2,1,0,2,1,1,0,1,0,0,0,1,1,0,2,0,0,2,0,1,0,1,0,1,1,1,2,0,1,1,1,2,2,0
17672,0,1,0,0,0,2,1,1,0,1,1,0,2,1,1,1,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,0,1,0,1,0,0,1,2,1
19638,1,1,1,2,1,2,0,2,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
30009,1,0,2,2,0,1,2,0,2,0,0,1,0,0,0,1,0,0,1,2,2,1,1,0,1,0,1,0,2,0,0,0,1,0,2,0,2,1,2,0,0,2,0,2,1,0,1,1,0,0,1
48488,0,0,1,1,1,0,0,2,2,1,0,1,2,1,0,1,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,2,2,2,0,1,1,1,2,0,0,1,2,1,1,2,0,0
512,1,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,2,0,2,1,0,2,1,0,2,2,0,1,0,1,1
21823,1,0,2,2,1,0,2,1,1,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,1,1,0,2,1,2,0,0,1,1,1,2,1,0,1,1,0,0,2,1
26252,0,1,2,1,0,0,0,2,2,1,0,1,2,0,1,1,1,1,0,2,0,1,2,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,2,1,0,0,1,0,1,0,0,1,0,1,0
22034,0,0,0,2,1,2,1,2,2,0,0,1,1,1,2,1,0,0,0,2,2,1,0,1,0,1,0,1,0,0,0,2,0,1,2,0,1,0,2,1,0,1,0,2,2,1,0,1,2,0,0
48500,0,0,0,2,0,0,2,1,0,1,1,1,0,0,0,1,0,1,1,2,1,0,1,0,1,0,1,0,0,0,1,1,1,0,2,2,0,1,0,0,1,2,1,2,1,2,1,1,1,1,0
32941,0,0,0,0,1,1,0,2,1,1,1,0,2,0,1,0,1,2,1,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,1,2,0,0,2,0,1,0,1,1,1,1,1,0,1,2,1
46757,0,0,1,0,1,1,0,1,1,1,1,0,1,1,2,0,2,2,1,2,1,1,2,1,0,1,1,0,0,1,0,1,1,0,1,2,2,1,2,0,0,1,0,0,1,1,1,0,1,2,1
41027,0,1,0,2,0,1,2,1,0,1,1,0,2,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0
8911,0,0,1,0,0,2,0,2,2,1,1,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,1,1,2,2,2,1,1,1,0,1,2,0
34659,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,2,2,1,1,1,1,1,1,0,2,1,1,2,0,0,2,0,1,1,2,1,0,2,1,2,2,0,0,1,0,2,0
18763,1,0,1,2,1,0,2,0,2,1,0,0,0,1,2,1,1,1,1,2,2,1,2,0,1,1,1,0,0,1,1,1,0,1,1,2,2,0,1,1,1,2,1,2,1,1,1,0,2,0,1
48820,1,0,2,2,0,1,2,2,1,0,0,0,0,1,0,1,2,0,0,1,2,1,1,1,1,1,1,1,2,1,0,1,1,0,1,2,1,1,2,0,1,2,2,2,2,1,1,1,2,0,0
15436,1,0,1,2,1,2,0,2,2,0,0,0,2,1,2,0,2,2,1,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,2,2,1,0,2,0,2,0,1,2,0,1,0,1,1,1,1
23443,1,1,1,2,1,0,0,1,2,0,0,1,0,1,1,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,2,2,0,0,1,0,0,0,2,0
