ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.AY,v.AZ,v.BA,v.BB,v.BC,v.BD,v.BE,v.BF,v.BG,v.BH,v.BI,v.BJ,v.BK,v.BL,v.BM,v.BN,v.BO,v.BP,v.BQ,v.BR,v.BS,v.BT,v.BU,v.BV,v.BW,v.BX,v.BY,v.BZ,v.CA,v.CB,v.CC,v.CD,v.CE,v.CF,v.CG,v.CH,v.CI,v.CJ,v.CK,v.CL,v.CM,v.CN,v.CO,v.CP,v.CQ,v.CR,v.CS,v.CT,v.CU,v.CV,v.dummy
16197,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,1,0,0,1,0,1,0,0,1,1,1,2,0,1,1,1,1,2,1,2,0,0,2,0,1,1,1,1,1,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,2,1
13400,1,1,2,1,1,2,1,0,1,1,1,0,1,1,1,0,2,1,0,1,2,1,0,1,0,0,0,0,2,0,0,1,1,0,0,2,0,1,2,1,1,2,0,0,0,1,0,1,2,1,1,1,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,0,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,1,0,1,1,0,2,0,0,0,1,0,1,1
30225,1,0,0,1,0,0,2,2,2,0,0,1,1,0,1,0,2,0,1,0,2,1,1,1,1,1,0,1,2,1,0,1,0,1,2,2,1,0,2,0,2,1,2,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,2,0,1,0,1,0,1
23303,1,1,2,2,0,0,2,2,2,1,1,0,0,0,0,0,1,2,0,0,2,1,2,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,2,0,0,1,2,1,1,0,1,2,0,0,1,1,2,0,1,2,0,1,0,0,1,1,0,0,2,2,0,0,1,2,2,0
9758,0,1,1,2,1,0,2,2,2,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,0,0,2,0,1,0,1,0,1,1,0,1,2,2,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,2,1,0,1,1,0,0,2,1,2,1,1,1,1,1
48362,0,0,2,0,0,0,1,0,1,1,0,1,0,0,2,0,2,1,0,0,2,1,0,0,1,1,0,0,0,1,1,2,0,1,0,1,0,0,2,0,2,2,0,1,1,2,1,0,2,0,1,2,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,2,0,0
1866,0,1,1,2,0,2,2,1,0,0,1,1,1,1,2,0,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,2,0,1,0,0,2,1,2,0,1,2,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,0,1,1,1,1,2,1,0,0,1,2,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,2,0,2,2,1,0,2,0,1
35712,0,0,0,2,0,0,1,0,1,1,1,0,0,1,0,0,1,2,1,1,2,0,2,0,0,0,1,0,2,0,0,1,1,0,0,1,2,1,1,1,2,0,0,1,2,2,1,1,2,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,1,2,0,0,2,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,2,2,0
25133,1,1,2,1,1,1,2,1,2,0,0,0,2,0,0,0,0,2,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1,0,1,0,0,1,2,2,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,2,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,2,2,0,1,1,1,2,0,1,2,1,0,1,1,1,1,0,1,2,0,1,0,1,0,0,1
37634,1,0,0,2,0,0,2,0,0,1,1,0,2,1,1,1,0,1,0,1,2,0,0,0,1,0,1,1,0,0,1,2,0,0,2,1,1,0,0,1,2,1,0,1,0,0,1,1,2,2,0,1,0,1,0,0,0,2,0,1,1,1,1,1,2,0,1,1,1,0,1,2,1,1,1,0,0,0,0,2,1,2,0,0,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,0,1
18881,1,1,1,1,0,0,1,1,2,1,0,1,1,1,1,1,2,1,0,2,1,0,0,1,1,1,1,0,2,1,1,1,0,1,2,0,1,1,0,0,1,2,1,2,0,0,1,1,2,2,1,0,0,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,1,2,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,2,1,0,1,1,0,1
7955,0,1,2,0,1,1,2,2,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,2,1,0,2,1,0,0,2,1,1,0,0,0,2,0,1,1,1,1,1,0,1,1,1,0,1,2,1,1,2,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,1,0,0,2,1,2,1,1,0,0,1,0,1,1,1,0,2,2,1,0,0,0,1,1,0
49382,0,1,2,1,1,0,1,0,2,1,1,0,2,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,2,2,1,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,1,1,1,2,0,2,1,1,1,0,1,1,1,2,0,1,1,1,0,0,1,0,0,1,1,2,2,0
48515,1,0,0,0,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,1,1,0,0,1,2,0,1,0,1,1,0,1,1,1,0,0,2,1,1,0,2,1,1,0,1,2,0,1,1,0,0,2,0,0,2,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,1,2,1
4334,0,1,1,1,0,0,2,0,2,0,0,0,1,1,2,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,2,1,2,1,1,1,0,1,0,0,0,0,1,1,2,1,0,0,0,2,1,1,0,1,0,0,1,0,1,1,1,0,2,0
41149,0,1,1,2,0,1,2,2,1,1,1,0,0,1,0,0,2,2,0,2,1,1,2,0,0,1,0,0,1,1,1,1,1,0,1,2,1,1,2,1,2,2,1,2,0,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,1,0,0,1,2,1,0,1,1,2,1
9084,0,0,2,0,1,0,1,1,2,1,1,0,2,1,0,0,2,1,0,1,0,0,1,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1,2,1,2,1,0,1,0,1,1,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,1,2,1,1,1,0,0,2,0,1
11897,1,0,2,0,0,1,1,1,2,0,0,0,1,1,2,1,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,2,0,0,2,2,2,1,1,1,2,0,0,0,1,1,0,1,0,2,1,1,1,1,0,1,1,1,1,1,2,0,2,1,0,0,2,2,0,1,2,0,1,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,1,1,1,0
23444,0,1,0,1,1,1,2,2,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,2,0,1,1,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1
44068,1,0,1,0,1,2,0,1,1,1,0,1,0,1,2,0,2,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,2,2,0,1,2,1,0,1,2,1,1,1,1,1,0,1,1,0,1,1,2,0,1,1,0,0,1,2,1,1,1,2,1,0,1,2,2,1,1,1,1,1,0,1,0,1,2,0,0,1,1,1,0,2,0,2,0,0,2,1,0
31438,0,0,2,0,1,0,1,0,1,1,0,1,2,1,0,0,2,1,0,2,1,1,1,0,1,1,0,0,1,0,1,2,1,1,2,2,1,0,2,1,2,0,2,1,1,2,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,2,0,1,2,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,2,1,1
7144,0,1,1,0,1,1,1,0,0,1,0,1,1,1,2,1,2,0,1,0,0,0,2,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,2,0,2,2,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,2,1,1,0,2,2,0,0,1,0,1,1,0,1,1,2,1,0,1,1,0,0,2,2,2,0,0,2,1,1
15116,1,0,0,0,0,2,2,2,1,0,1,0,0,1,2,0,2,2,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,1,0,1,0,2,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,2,0,0,0,1,1,0,2,1,1,2,0,2,1,1,0,1,1,0,0,0,1,0,0,0,1,2,0,0,1,2,1
32483,1,0,0,2,1,0,1,1,2,0,1,1,0,1,2,1,0,2,0,2,2,1,2,1,1,0,0,0,0,0,0,1,1,1,2,0,2,1,0,1,0,0,0,2,1,1,0,1,1,2,1,1,1,0,0,1,1,2,1,0,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,2,2,2,0,0,1,0,1,0
30990,0,0,1,0,0,2,0,0,2,1,0,1,1,0,1,1,2,1,0,2,1,1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,1,1,1,1,0,2,2,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,2,0,2,1,0,1,0,2,1,2,1,0,0,0,1,2,0,2,0,0,1,1,1,0,2,0,2,0,1,1,0,0
850,1,0,2,1,1,0,1,1,1,0,0,1,2,0,0,1,2,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,2,1,2,1,0,0,0,1,2,1,2,1,1,1,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,1,1,2,2,0,1,2,1,2,1,0,1,0,0,1,1,1,0,1,1,2,0,2,0,0,1,0,1
46375,0,0,2,0,1,0,2,0,0,0,1,1,1,1,2,1,1,0,1,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,2,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0,1,2,0,2,0,0,1,0,1,1,0,1,2,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,2,0,0,0,1,1,0,1
26350,1,0,2,2,1,2,0,2,1,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,1,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,2,0,1,0,0,1,1,2,1,1,1,2,2,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,2,0,0,0,1,2,0,0
29050,1,1,2,2,1,2,0,1,2,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,2,1,1,2,0,0,2,2,0,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,1,1,0,1,2,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,1,1,2,0,2,1,0,2,2,1
19311,1,1,2,1,1,0,2,1,2,1,1,0,1,1,1,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,0,2,1,0,2,0,0,1,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,1,1,0,1,1,2,1,0,1,0,0,2,0,1,2,1,0,1,1,0,1,1,2,1,1,0,1,0,1,1,1
21485,1,0,1,0,0,2,1,2,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,2,2,0,2,1,1,1,1,1,1,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,2,1,2,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,2,2,1,1,0,0,2,0,1
34736,1,1,1,1,1,1,0,0,2,0,1,1,1,1,0,1,2,0,1,2,2,1,2,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,2,0,1,2,1,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0
44375,0,1,2,0,0,2,0,1,0,1,0,0,2,0,2,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,2,0,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,2,1,0,1,1,0,0,1,1,2,0,0,0,2,1,0,2,0,2,0,2,0,0,0,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0
20546,1,0,0,2,1,2,1,0,0,1,1,0,2,0,2,0,1,2,1,2,2,0,2,0,0,0,0,0,0,1,0,2,1,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,2,1,1,0,0,2,0,0,0,1,1,2,1,0,0,2,0,2,0,0,2,1,1,1,0,0,1,0,2,2,2,2,0,0,0,2,0
3492,0,1,2,1,1,1,2,1,1,1,0,1,0,0,1,1,1,2,0,0,1,0,1,0,0,1,0,1,0,1,0,2,0,0,2,2,2,0,1,0,1,1,0,2,1,2,0,0,2,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,0,2,1,1,1,2,0,0,1,2,0,0,0,2,1,2,1,0,0,1,0,1,1,1,1,0,2,2,2,0,1,0,2,0,0
23564,1,1,2,1,0,1,1,1,2,1,0,1,2,0,1,0,2,1,0,1,2,0,2,1,1,1,1,0,1,1,1,1,1,0,2,1,0,1,2,1,1,1,2,0,2,0,0,1,0,0,0,2,1,0,0,0,0,2,2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,2,2,0,1,1,0,0,0,2,0,0,0,1,1,2,1,1,1,1,1,0,1,1
4033,1,0,2,1,0,2,0,2,1,1,0,1,1,0,2,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,2,1,0,2,1,2,1,2,1,2,1,0,1,0,1,1,0,2,0,1,0,0,1,0,1,1,2,0,0,2,1,1,0,2,1,1,0,0,2,1,0,1,0,1,2,0,1,1,1,1,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,1,1,2,0,1
49600,0,0,1,0,1,1,0,1,0,1,1,0,0,0,2,0,0,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,2,1,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,2,0,1,0,1,1,1,2,2,0,1,1,0,0,0
39770,0,1,1,2,0,0,2,0,1,0,1,1,2,1,0,1,2,2,0,1,2,0,2,0,1,1,1,1,1,0,1,1,0,0,2,2,0,0,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,0,1,1,2,1,0,0,1,0,0,2,0,0,1,1,1,0,1,2,1,0,1,2,0,1
23637,1,0,2,1,1,0,2,1,0,0,1,0,2,1,0,1,2,2,0,2,2,1,1,0,1,1,1,0,0,0,1,1,1,1,0,2,0,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1,2,0,0,0,1,0,1,0,0,1,1,2,0,1,1,2,0,1,2,0,0,2,1,0,1,0,0,1,0,1,0,1,2,1,0,2,0,0,1,0,0
33695,1,0,0,0,0,0,2,0,2,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,2,1,2,1,2,1,1,2,0,1,0,1,1,1,0,0,1,1,1,1,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,2,1,1,0,1,0,2,1,2,0,1,0,1,0,2,1,1,2,0,1,2,2,1
19769,1,1,0,1,1,2,1,2,1,1,0,1,0,1,1,0,2,1,1,1,2,1,0,1,0,1,1,0,1,1,0,0,1,1,2,2,2,0,2,1,2,1,2,2,2,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,2,0,1,1,1,2,0,0,0,1,1,0,1,1,0,0,1,2,0,0
32578,0,1,0,2,0,0,2,0,2,0,0,0,1,0,0,1,2,2,0,0,2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,2,1,1,1,1,2,1,2,1,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,1,2,0,1,1,0,1,1,2,1,2,1,2,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2,2,0,0,1,1,1
16528,0,1,1,1,0,2,0,0,2,1,1,1,1,1,0,0,2,0,1,2,1,1,2,1,0,1,1,1,0,0,1,0,1,1,2,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,0,0,1,0,0,0,0,1,2,0,2,0,0,1,1,2,1,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0
28521,0,1,1,2,0,1,2,2,2,0,1,1,1,0,1,1,2,2,0,0,1,0,0,1,0,1,1,0,2,0,1,2,0,0,1,1,0,1,1,0,0,2,0,2,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,1,1,1,2,0,0,0,1,1,1,2,0,1,1,0,2,1,0,0,0,2,1,1,0,0,0,2,2,1,1,0,1,2,2,1
27788,0,1,1,1,0,0,2,0,2,0,1,1,2,0,2,1,2,1,1,2,2,0,2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,1,0,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,0,0,1,0,1,1,2,1,2,1,1,0,2,2,1,1,0,1,0,0,0,2,1,0,1,0,1,1,0,0,2,2,2,0,0,0,0,0
17073,1,1,1,0,0,2,2,2,2,0,0,0,1,1,2,0,2,2,1,1,2,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2,1,1,2,1,1,0,0,0,2,2,1,0,2,1,0,2,0,1,0,1,1,1,1,0,2,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,2,1,1,0,1,0,2,0,0
11049,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,2,0,0,0,1,1,2,0,1,0,1,1,2,1,1,0,0,0,2,1,2,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,0,1,0,1,1,2,0,1,0,0,2,0
26028,1,1,0,0,0,0,2,2,2,0,1,0,1,0,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,2,0,0,2,1,1,1,2,0,0,2,0,1,1,2,1,1,2,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,2,1,1,2,1,2,1,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,1,0,1,1,2,0,0,0,1,1,1,0,0
34049,1,0,2,2,0,0,2,0,2,1,0,1,1,1,1,0,1,2,0,1,2,1,1,1,0,0,1,1,2,0,1,1,1,1,2,1,0,1,2,0,1,0,2,2,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,0,2,1,1,0,1,0
33357,1,0,0,1,1,2,2,0,2,0,1,0,2,1,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,1,2,1,1,2,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,2,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1
16112,0,0,0,1,1,2,2,1,2,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,2,2,1,0,2,1,1,0,2,0,2,2,0,1,1,2,0,1,1,1,0,1,1,2,2,0,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,0,0,2,1,1,0,1,1,1,1,0,1,1,1,0,1,0,2,2,0,1,2,1,0
34943,0,0,2,2,1,0,0,2,1,1,0,0,1,1,0,1,2,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,1,0,0,2,1,0,0,0,2,1,0,0,1,1,1,0,1,2,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,2,0,2,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,1,0,1,0,0,1,2,1,0,0,1,1,1,1
