ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
41670,1,1,0,2,0,1,0,2,0,0,1,1,2,0,1,0,2,0,1,0,0
47312,1,0,1,2,1,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
7139,0,1,1,1,0,0,0,2,2,0,1,0,0,1,1,0,2,0,1,2,1
46842,1,0,2,0,1,1,1,1,0,1,1,1,1,0,2,1,1,1,0,2,1
3660,1,1,0,0,0,2,2,1,0,0,1,1,0,1,0,1,0,1,0,1,1
3727,1,1,1,1,1,2,1,2,2,1,1,1,2,0,0,0,2,0,1,1,0
26923,0,1,2,1,1,2,2,0,0,0,0,1,0,1,1,1,1,1,0,0,0
16871,0,1,1,2,1,2,0,0,2,0,0,0,2,0,0,1,2,0,1,0,0
16006,0,1,1,0,0,0,2,0,2,0,1,0,0,1,2,0,1,2,1,0,1
4072,1,1,2,0,0,2,1,1,2,1,1,1,0,0,0,0,0,1,1,2,1
4999,0,1,1,2,1,1,1,2,2,1,0,1,2,0,2,0,2,1,0,1,0
47378,0,1,2,0,1,2,2,1,1,1,1,1,0,1,1,0,2,1,1,1,0
6010,0,0,0,1,0,0,2,1,1,0,1,1,2,0,2,0,1,1,0,1,1
20219,1,0,0,0,0,1,1,0,2,1,0,0,2,1,0,1,1,1,1,1,0
40773,1,0,1,2,0,2,2,1,0,0,0,1,2,0,1,0,2,1,1,0,0
3009,1,0,1,0,1,0,0,0,1,1,0,0,2,1,1,1,0,1,1,0,0
40561,1,1,2,2,1,0,2,2,0,1,1,1,0,0,0,1,2,0,1,2,0
6998,1,1,1,0,1,0,1,0,2,1,1,1,0,1,2,0,2,2,1,0,1
8511,0,1,0,1,0,2,0,2,0,1,0,0,0,1,2,1,0,1,1,0,1
40584,0,0,2,1,0,0,1,2,2,0,0,0,1,1,1,0,2,0,1,1,1
7835,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,2,0
46575,1,1,1,0,0,2,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1
14819,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,1,1,1
31403,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2,0
30692,0,1,2,2,1,0,2,1,0,0,0,0,2,0,1,0,2,1,0,2,0
4225,1,1,0,1,1,0,2,1,0,0,1,1,1,0,2,0,0,2,0,1,0
15005,1,0,1,0,0,2,1,2,2,1,0,1,2,1,1,1,2,1,0,2,1
34551,0,0,2,0,0,0,2,1,2,1,1,1,2,1,2,0,2,1,0,0,0
12190,1,1,1,0,0,1,0,0,2,1,0,0,0,1,0,1,0,1,1,0,0
23621,0,1,2,1,1,1,1,2,1,1,1,1,2,1,1,0,2,1,0,1,0
48602,1,1,0,0,1,1,2,1,2,0,0,1,1,1,0,1,2,2,0,2,0
8468,0,0,1,1,1,1,1,0,0,1,1,0,2,0,2,0,2,1,1,2,0
35244,0,1,2,2,0,1,0,0,2,0,1,1,1,0,1,1,2,2,1,0,1
40876,1,1,1,0,0,1,2,0,0,1,1,0,1,0,1,1,2,2,1,0,1
39644,0,1,2,0,0,0,1,2,1,1,0,0,0,0,2,1,0,1,1,0,1
45984,1,1,2,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1
39756,1,0,1,0,0,2,0,0,0,1,1,1,1,0,1,1,2,1,1,0,1
18834,0,0,1,1,1,2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
15617,1,1,1,0,0,2,2,2,1,0,0,1,0,1,0,1,0,1,0,2,1
29041,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,1
6536,0,1,0,1,0,1,0,2,0,1,1,1,2,1,2,1,0,0,0,2,0
2816,0,1,2,2,1,2,0,2,0,1,1,0,0,1,0,1,2,2,0,0,0
874,1,0,1,0,1,2,1,2,1,1,1,1,0,0,0,0,2,1,0,0,1
11661,1,0,0,0,0,2,1,1,2,1,1,1,2,0,2,0,0,1,0,2,1
49125,1,0,2,2,1,0,1,2,2,1,1,0,0,1,2,0,0,0,0,0,1
29029,1,0,1,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0
34585,0,1,0,2,1,2,1,1,1,0,0,0,2,1,0,0,1,2,0,0,1
49517,0,0,0,1,1,0,2,2,0,0,0,1,1,1,2,0,0,1,0,1,1
10635,0,0,0,1,0,2,2,0,0,1,1,1,1,1,0,0,2,1,0,2,1
44446,1,1,2,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,1,0,0
44118,0,1,2,2,0,1,1,1,0,1,1,1,2,1,2,1,0,1,0,2,1
16824,0,0,1,2,0,1,0,1,0,1,1,0,2,0,1,1,2,1,0,2,1
730,0,1,1,0,1,2,1,2,0,0,0,1,0,1,1,0,0,2,0,1,0
21961,0,1,0,2,1,2,0,1,1,0,0,1,2,1,0,1,0,1,1,2,1
38474,0,1,0,2,0,0,1,0,2,0,0,0,1,1,1,0,2,1,0,1,1
20294,1,0,1,2,0,2,2,0,1,1,0,0,0,0,0,1,0,2,0,0,1
19406,1,0,1,2,0,0,2,1,2,0,0,1,0,1,0,1,2,1,1,1,0
36446,0,1,1,1,0,2,1,2,0,1,1,1,1,1,2,0,1,2,0,0,1
18977,0,1,2,1,1,2,0,1,2,1,1,0,0,1,0,1,0,1,1,1,0
25664,0,1,2,0,0,2,2,0,0,0,1,0,0,1,0,0,1,1,0,0,1
30460,0,1,1,1,0,1,0,1,2,0,1,0,2,1,1,1,0,2,0,1,1
18201,0,1,2,0,0,2,0,1,2,1,1,1,2,1,2,0,1,0,0,2,0
37872,0,1,0,1,0,2,1,1,0,0,0,0,0,0,2,0,0,1,1,2,0
17011,1,1,1,1,1,2,2,0,2,0,0,1,0,0,1,1,2,0,0,1,0
7148,1,0,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0,1,1,1,1
34377,1,1,0,0,1,2,2,2,0,0,0,1,0,0,1,1,1,2,0,0,0
2846,1,1,1,0,1,1,2,2,0,0,0,1,1,1,1,1,0,1,1,0,1
32399,0,0,1,1,1,2,2,0,0,0,1,1,0,1,1,1,0,1,1,1,1
29878,1,1,2,1,1,1,2,2,2,0,0,0,2,0,2,1,2,0,1,1,1
15544,1,0,0,0,1,2,0,2,2,1,0,1,2,1,1,1,0,1,0,0,1
3861,0,0,0,2,1,2,2,1,0,0,0,1,2,0,1,0,0,1,0,0,0
39881,1,1,0,1,0,2,1,2,2,1,1,1,0,0,2,0,1,1,0,0,0
10069,0,0,1,2,1,1,2,2,2,1,1,1,1,1,2,1,0,1,0,2,1
26301,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,2,0
39543,0,0,0,1,0,1,2,2,0,0,0,0,0,1,1,1,0,1,0,0,1
19154,1,0,0,1,0,0,2,1,0,1,0,1,1,1,1,0,0,2,1,0,0
45735,1,0,0,1,1,2,2,0,0,0,0,1,2,0,1,0,0,1,1,2,1
17736,0,1,2,1,0,2,0,2,2,1,1,0,1,1,1,0,0,0,0,2,0
37575,0,1,2,0,0,1,2,1,0,0,0,0,1,1,0,1,1,1,1,2,1
15926,0,0,0,0,0,1,1,1,2,1,1,0,1,1,2,1,0,1,0,2,0
22326,1,1,1,2,0,1,1,0,0,1,0,0,1,0,2,1,2,0,1,0,1
339,0,1,1,2,0,2,0,0,2,0,1,0,0,1,1,1,2,0,0,0,1
19182,1,1,0,2,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0
23583,0,0,2,2,1,0,2,0,2,0,0,0,2,1,0,1,0,2,1,1,1
30141,1,0,1,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0
34619,1,1,1,0,0,0,2,0,2,0,1,1,1,0,2,0,2,1,1,2,1
15185,1,1,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,1,2,1
33749,1,0,0,2,1,2,2,1,1,0,0,0,2,1,0,0,0,1,1,0,1
26869,0,1,0,0,0,0,2,1,1,0,0,0,0,0,2,0,2,0,1,0,0
5639,1,0,2,1,1,2,0,1,0,0,0,1,1,1,0,0,2,2,1,1,0
2939,0,0,0,0,1,1,1,2,0,1,1,1,2,1,1,0,0,1,0,1,0
1377,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,2,1
41118,0,0,0,1,1,1,1,2,0,1,1,1,2,0,2,1,2,1,1,1,0
26270,1,0,0,2,0,1,0,1,0,1,1,1,1,1,2,1,0,0,1,2,1
682,0,0,1,0,0,2,1,1,0,1,1,0,0,1,0,0,2,1,0,1,0
31917,1,0,1,2,1,0,0,1,1,1,1,1,2,1,0,1,0,2,0,0,0
38214,0,1,1,1,1,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,1
47009,1,1,1,1,0,1,2,2,2,0,0,1,0,1,2,1,1,0,0,0,0
6452,1,0,1,1,0,2,2,2,2,0,1,0,2,1,2,1,2,1,1,2,1
45137,0,0,0,2,0,2,2,1,0,0,0,1,2,0,2,1,0,2,1,1,1
12246,1,0,1,0,0,2,1,2,1,1,1,1,2,1,2,0,0,0,0,0,0
5103,1,1,0,2,0,2,1,0,0,1,0,0,0,0,2,0,2,2,0,0,1
11150,1,0,2,2,1,2,2,1,2,0,1,1,0,1,0,1,1,1,0,0,0
19032,1,0,2,2,0,0,1,2,0,1,1,0,0,1,0,0,1,1,0,2,1
3546,0,0,0,0,0,1,2,1,1,0,1,0,2,1,2,1,0,1,1,0,0
21675,1,1,2,0,0,1,2,2,0,0,1,0,0,1,0,1,2,1,0,1,1
36159,1,1,1,1,1,1,1,0,2,1,1,0,0,1,1,0,2,1,0,1,1
44497,0,1,0,0,0,1,2,0,0,0,1,0,1,0,2,1,2,1,1,2,1
4911,0,0,1,0,1,0,1,2,1,0,1,1,2,0,0,0,0,0,0,2,1
15951,0,0,1,2,0,1,2,2,2,0,1,0,0,1,0,1,2,1,0,2,0
24304,1,1,0,2,1,1,0,0,1,0,0,0,1,1,2,0,2,1,0,2,0
48768,1,1,1,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0
47004,1,1,2,2,0,1,2,2,2,0,1,1,0,1,0,1,0,2,1,0,1
40833,0,1,1,0,1,2,0,1,2,1,1,1,2,1,0,1,0,0,0,2,1
16469,1,0,2,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
45562,0,0,1,1,1,0,1,2,1,0,1,0,2,0,1,0,2,1,1,1,1
46588,1,0,1,2,0,0,0,0,0,0,1,1,2,1,2,1,2,2,0,1,0
38144,0,0,0,2,0,2,2,0,1,0,1,1,0,0,0,1,0,1,0,2,1
11800,1,0,2,0,0,1,1,0,2,1,0,1,2,1,0,0,1,2,0,2,1
6325,1,0,1,2,0,2,2,0,1,0,0,0,2,0,1,0,2,1,0,2,0
413,1,1,2,0,0,2,2,1,2,0,1,0,0,0,0,1,2,1,0,1,0
11678,0,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
36543,0,0,2,0,1,1,0,1,0,0,1,1,0,1,2,0,1,0,0,2,1
44752,1,1,1,2,0,0,1,0,2,0,0,0,0,1,2,1,2,0,0,2,0
37052,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,2,0
44998,0,0,2,1,0,2,1,2,1,0,0,0,1,0,2,0,2,1,1,0,0
4431,1,1,1,0,0,2,1,2,2,1,1,0,0,0,2,0,2,1,0,1,1
46577,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
46524,1,1,1,2,0,1,2,0,0,0,0,0,1,1,2,1,2,1,0,0,0
24317,1,0,1,1,1,2,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0
34663,1,0,1,2,0,2,1,1,2,1,0,0,2,1,1,0,0,1,1,2,1
36961,1,0,0,2,0,2,1,1,2,0,1,0,2,1,0,1,0,1,1,1,1
25678,1,0,1,0,0,2,2,0,0,0,1,0,1,1,1,0,2,1,1,1,0
15722,0,0,2,0,1,2,1,0,0,0,1,0,1,0,2,0,2,0,0,1,0
40887,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1
34832,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
4019,0,0,1,0,0,0,1,0,2,1,1,0,2,1,2,1,0,2,0,1,0
41867,1,1,1,0,0,2,1,0,2,0,1,0,0,1,0,1,2,2,1,1,1
11874,1,1,1,2,1,2,0,1,2,1,1,1,1,1,0,0,2,1,1,0,1
25613,0,1,0,0,0,1,2,1,2,1,1,0,2,1,2,0,0,2,1,0,1
20511,1,1,2,0,1,0,2,2,2,0,1,1,2,0,1,0,1,1,0,1,0
19381,0,0,1,0,0,0,2,1,1,0,0,0,2,1,2,1,2,0,1,0,0
11476,1,1,0,1,1,2,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0
38732,0,0,1,1,1,1,2,0,2,0,0,0,2,0,1,1,2,1,0,0,1
4294,1,1,0,1,0,0,0,2,1,0,1,0,1,1,2,0,0,0,0,0,1
36788,1,0,1,0,1,0,0,1,0,1,0,1,2,1,2,1,0,1,0,1,1
23627,1,0,1,0,0,2,1,0,0,0,0,0,1,1,2,0,2,1,0,1,0
26776,1,0,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,1,1,1,0
8749,1,0,2,2,0,1,2,0,0,0,0,1,0,0,1,1,2,1,0,0,1
42608,0,1,1,2,1,2,0,2,2,0,1,0,0,1,0,0,1,2,1,1,0
35930,1,1,0,1,0,2,2,1,2,0,0,0,2,1,1,1,1,0,0,0,1
5757,1,1,1,1,1,2,2,0,2,0,0,1,1,1,1,0,2,0,1,0,1
6809,0,0,1,1,1,0,2,0,2,0,0,1,1,0,1,1,0,2,1,1,1
5750,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0
26215,0,1,0,1,1,1,2,0,0,1,1,0,2,1,0,0,2,0,1,2,1
7575,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,1,0,1,1,1,1
14395,0,0,1,0,0,0,0,2,1,1,1,0,0,0,2,1,0,0,1,2,0
29561,1,1,2,2,0,1,1,0,0,1,0,0,0,1,2,1,2,2,1,0,0
19232,1,0,1,0,1,2,0,1,2,0,0,1,2,0,1,0,1,1,1,2,1
17361,0,1,2,1,0,2,0,1,1,1,1,0,2,1,0,0,2,0,0,1,1
28800,0,1,1,1,1,2,0,2,0,1,0,1,2,1,2,1,2,1,0,0,1
36748,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,2,0,1,2,1
18401,1,0,0,1,0,2,1,2,2,1,1,1,0,1,0,0,0,2,1,0,0
45803,0,0,1,1,1,1,0,1,2,1,0,1,1,0,1,0,2,1,1,0,0
29271,0,0,1,1,0,0,2,0,2,1,0,1,0,0,0,0,1,1,1,1,1
29155,0,1,1,0,1,2,2,1,0,0,0,0,1,1,1,0,2,2,0,0,1
40781,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,0,1,2,0
48446,0,1,2,1,1,1,0,1,2,1,1,0,2,1,0,1,2,2,1,2,1
2755,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,2,0,0,1
8543,1,0,1,1,0,2,2,2,0,1,1,0,2,0,2,1,0,1,1,2,0
8155,1,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1
29913,1,1,2,0,1,1,2,2,2,1,0,1,1,0,0,0,0,2,0,0,1
49788,1,1,1,2,1,1,0,2,2,1,1,1,2,0,2,1,2,2,0,0,1
17215,1,1,0,0,1,2,2,2,0,0,1,0,1,0,1,1,0,0,1,1,0
843,1,0,2,0,0,0,2,2,0,0,1,0,2,0,0,0,1,1,0,1,1
24503,1,1,1,0,1,2,2,0,0,1,1,0,2,0,2,1,2,1,1,0,1
31251,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
40073,0,0,1,0,1,1,2,0,2,0,1,1,0,0,1,0,2,0,1,0,0
48434,1,1,0,0,1,2,0,2,0,1,1,0,0,1,1,1,2,2,0,0,1
21702,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,0,1,2,0,2,0
27536,0,1,2,0,0,2,0,0,1,0,1,1,0,1,2,0,0,1,1,1,1
4915,0,0,2,1,1,0,1,2,0,0,0,1,2,1,0,0,1,1,0,2,0
42687,1,1,0,0,0,1,2,2,0,1,1,1,1,1,0,0,1,0,0,0,1
30386,1,0,2,2,0,1,2,2,0,0,0,1,2,1,1,0,2,1,1,0,0
41170,1,0,1,1,0,0,2,1,2,1,1,1,0,1,1,0,0,1,1,0,0
23579,1,1,1,2,0,1,0,0,2,1,0,0,2,1,1,1,2,0,0,2,0
41205,0,1,0,2,0,1,1,2,2,1,1,1,1,1,0,0,0,1,1,2,1
7591,1,0,1,2,1,2,0,0,0,0,1,0,1,1,2,1,0,1,0,0,0
9045,0,0,2,0,1,0,0,0,2,0,1,1,1,0,2,1,2,1,0,2,1
48996,1,1,2,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,2,1
33978,1,0,0,2,0,2,1,1,0,0,1,0,2,1,1,0,2,2,0,1,1
39066,1,1,1,1,0,2,0,2,2,1,0,1,0,1,2,0,0,0,1,2,1
6362,0,0,1,0,1,1,0,2,2,0,1,1,2,0,0,0,0,1,0,2,1
18257,0,1,0,2,0,2,0,2,1,1,0,0,1,1,1,1,0,1,0,1,1
41932,1,1,0,2,0,0,0,0,2,1,0,0,1,0,1,1,0,2,1,0,1
45147,0,0,0,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1
1733,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,1,2,1,0,0,1
41320,1,0,2,1,1,2,2,2,1,0,0,1,1,1,1,1,1,2,0,2,1
48356,1,1,0,0,0,2,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0
