ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
3308,0,0,0,1,1,2,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
29263,0,1,2,2,0,0,0,2,1,1,0,0,1,0,0,1,0,2,1,2,0
42250,0,0,1,2,1,1,2,2,1,1,0,0,2,1,2,0,2,0,1,0,0
8313,1,1,1,2,1,1,2,1,2,0,0,0,1,1,2,0,2,2,0,1,0
17352,0,0,1,2,0,2,0,0,2,1,0,0,2,1,1,1,1,2,0,0,1
16392,0,0,0,0,0,2,2,2,0,1,1,1,0,0,0,0,0,1,0,2,0
4508,0,1,1,0,1,0,2,2,1,1,0,0,1,0,2,0,2,2,1,0,1
48849,0,1,1,2,0,0,2,0,0,1,1,0,1,1,2,0,2,1,0,0,0
49743,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
46130,0,0,0,2,0,2,0,2,0,1,0,1,0,0,2,0,2,2,1,2,0
40095,0,1,0,1,0,2,1,2,0,0,0,0,1,0,2,0,1,1,0,2,0
14006,1,1,1,1,1,2,0,2,1,0,0,1,2,1,0,1,0,1,1,0,1
22162,1,0,0,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
19967,0,1,2,2,0,2,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0
9096,0,0,2,0,1,0,0,1,2,1,0,0,2,0,2,1,0,1,0,2,0
42371,1,1,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
3267,0,1,0,1,1,2,0,0,2,1,1,1,1,1,2,0,2,2,0,0,1
8420,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,1,1,1,0,0,0
29711,0,0,0,1,1,2,2,0,2,1,1,1,0,1,0,1,0,0,1,0,0
4499,0,1,2,1,0,2,0,2,1,0,1,0,2,0,0,0,2,2,0,0,1
35737,0,1,1,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1
6947,0,1,1,1,1,1,0,2,0,0,1,1,0,0,0,0,2,1,1,0,0
23980,0,1,2,2,0,0,2,2,1,0,1,0,1,0,0,0,0,1,1,1,0
8177,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,1,2,2,1,2,0
47239,1,1,0,0,1,2,1,0,2,1,1,0,2,0,0,1,1,0,0,0,1
14745,1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
32604,1,0,2,0,1,2,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0
38305,1,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0
20586,0,0,0,1,1,2,2,1,0,1,0,1,0,1,0,1,2,1,1,1,0
40108,0,1,2,1,1,0,2,0,2,1,1,1,1,1,2,0,0,2,0,0,0
3708,0,1,0,2,1,2,0,0,0,0,0,0,2,0,2,1,1,2,1,0,1
25308,1,1,2,0,0,2,2,0,2,1,0,1,1,1,2,0,0,2,1,1,1
22251,1,1,1,0,1,1,2,2,0,0,1,0,1,1,1,1,2,2,1,1,0
28416,1,0,0,0,0,2,1,2,0,1,0,0,2,1,2,0,0,1,0,2,0
37797,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0,0,1,1,1,1,0
1646,0,0,1,2,0,0,2,0,2,1,1,0,1,1,2,0,2,0,1,0,0
10889,1,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1,1,0,0,0,0
35441,1,0,1,2,0,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0
18878,0,1,1,1,1,0,2,2,0,1,1,0,2,1,2,0,1,0,0,1,0
45555,1,1,1,0,0,1,1,0,0,0,1,1,2,1,0,1,2,1,1,0,0
28143,0,0,0,0,1,0,0,2,1,0,1,0,2,0,1,1,1,0,1,1,1
33586,0,1,1,0,1,0,1,2,2,1,0,0,1,1,0,1,0,2,1,1,0
22973,1,1,2,0,1,0,2,0,2,1,1,0,0,0,0,1,0,1,1,1,1
41998,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,2,0,2,1
8048,1,1,0,0,1,1,1,2,2,0,1,0,0,1,2,0,1,1,1,0,0
22310,0,1,2,1,0,1,2,1,0,0,0,0,0,1,2,1,0,0,0,2,0
12039,1,0,2,0,0,0,2,2,1,1,1,0,1,0,0,0,0,1,1,2,0
22994,1,0,1,0,1,2,0,1,0,1,0,0,1,0,2,1,1,0,1,0,1
16623,0,1,0,1,1,1,2,2,0,0,1,0,1,0,1,1,0,1,1,1,1
23918,0,1,1,1,1,1,2,0,2,0,1,1,2,1,1,0,1,1,0,1,0
40091,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0
1308,0,0,0,0,0,1,1,0,2,0,1,0,0,1,1,1,0,1,0,1,1
2712,0,0,1,0,0,2,1,1,0,0,1,0,2,0,2,0,2,0,1,0,0
31349,0,0,1,2,0,0,1,1,1,0,0,0,0,1,0,1,2,2,0,1,0
46892,1,1,0,1,1,2,1,1,2,1,1,0,0,0,0,1,2,0,1,2,1
25413,0,1,1,2,0,0,0,1,2,1,0,0,2,0,1,0,1,2,1,1,0
43236,1,0,1,2,0,2,0,1,2,1,0,0,0,0,2,0,1,2,1,0,1
42953,0,0,2,1,1,1,2,0,1,0,1,1,1,0,2,0,0,0,0,2,0
18428,0,1,0,1,0,1,2,0,2,0,0,1,2,1,0,1,2,0,0,0,0
43538,0,1,0,1,0,1,2,1,0,0,0,1,0,1,0,0,2,2,1,2,1
13206,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
35190,0,0,2,0,0,1,0,2,0,0,0,1,0,0,2,0,1,1,1,2,0
4956,0,1,2,2,1,0,2,2,1,0,1,0,2,0,1,1,1,2,1,0,1
20477,1,1,2,0,0,1,1,1,0,0,0,0,1,0,2,0,1,1,1,0,1
46965,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0
44421,0,1,2,1,1,1,2,1,2,0,0,0,1,0,0,0,1,0,1,2,1
24750,1,1,2,0,1,2,1,0,2,0,1,0,0,0,0,0,1,0,0,1,1
24865,1,1,1,0,1,2,1,1,0,0,1,1,2,0,2,1,1,0,1,1,1
3808,1,1,0,1,1,1,2,2,1,0,1,1,2,1,1,0,1,0,0,2,0
42131,0,1,2,2,1,1,1,0,1,0,1,0,2,0,1,1,0,2,1,2,0
13739,1,0,0,1,1,0,0,2,0,0,1,0,2,0,1,1,1,1,1,0,1
19398,1,1,1,2,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0
13233,0,1,2,2,0,2,1,2,1,1,1,0,2,1,1,1,0,2,0,1,0
41641,1,1,2,0,1,0,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0
28242,1,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,2,1,1,1,0
19964,0,1,1,2,0,2,0,1,0,0,0,1,1,1,2,0,1,0,1,1,1
22609,0,0,0,2,1,2,0,0,1,1,1,1,0,0,2,1,2,1,1,2,1
8538,0,0,2,1,1,2,1,0,1,0,1,1,1,1,2,0,0,1,1,0,0
49592,0,1,1,1,0,1,0,2,2,0,1,1,2,0,0,0,0,1,0,0,1
1786,1,0,1,1,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0
46292,1,1,0,0,1,0,2,2,2,0,1,0,0,0,1,0,0,0,1,2,1
5658,1,1,1,2,1,2,1,2,1,1,0,0,2,1,1,1,1,0,1,0,0
14975,0,1,1,2,0,0,2,2,0,0,0,0,0,1,2,0,1,2,1,0,1
6117,1,0,0,1,1,0,2,1,2,1,0,0,2,0,1,0,0,0,0,1,1
11298,1,1,2,0,0,0,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1
21787,1,0,1,0,0,2,1,0,2,1,0,0,0,0,2,1,2,2,0,2,0
41600,1,0,0,2,1,1,0,1,1,1,0,1,0,0,2,0,0,2,1,2,0
7413,0,0,0,2,0,2,2,1,1,0,1,0,2,1,1,1,0,2,1,2,1
15160,1,1,1,0,1,0,2,1,0,0,0,1,0,0,2,0,2,1,0,0,1
8997,0,0,2,2,0,2,2,0,1,1,1,0,0,0,2,0,2,0,0,0,0
28396,1,1,0,0,0,2,2,0,0,0,0,0,1,0,1,0,2,2,1,0,1
41750,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,1,0,0,1
31667,0,0,2,2,0,1,1,2,1,0,1,1,1,1,0,0,2,0,1,1,1
38645,1,1,1,0,0,0,1,2,0,1,1,0,2,0,2,1,1,1,0,1,0
48783,0,1,0,0,0,1,2,2,0,0,0,1,0,0,2,0,0,1,0,0,0
17793,0,0,2,0,0,0,0,2,2,0,1,1,0,1,0,0,2,0,0,0,0
48287,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1,1,2,1,1,1,0
46626,1,0,2,1,0,0,1,0,2,1,1,1,0,1,2,1,1,0,0,1,1
18459,0,1,1,0,0,1,0,0,2,0,1,0,2,1,2,0,2,1,1,1,0
39703,1,1,0,1,1,1,0,1,2,0,0,0,0,0,0,1,1,2,1,1,1
36914,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1
37732,0,0,2,1,0,2,0,1,1,0,0,1,1,1,2,0,1,1,1,1,0
19581,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0
23378,1,0,0,1,0,2,2,2,2,1,0,0,0,0,1,0,0,0,1,0,1
13245,0,0,0,1,1,2,2,0,0,1,0,0,0,0,2,0,2,2,0,0,1
8843,0,0,2,1,1,1,2,2,0,0,0,1,2,1,0,1,0,1,1,1,1
45507,0,1,1,2,0,2,0,1,2,1,0,1,0,1,2,0,1,0,1,2,1
7330,0,0,2,0,0,2,0,2,0,1,1,0,2,1,2,0,2,1,1,0,0
4514,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,1,2,0
40480,0,0,0,0,0,2,0,0,2,0,1,1,2,0,2,0,1,2,1,0,0
19024,0,1,1,2,0,2,1,0,1,1,0,0,0,1,2,1,1,2,0,1,0
5823,1,0,2,0,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
12755,0,1,2,1,1,2,1,1,1,0,0,0,0,0,2,1,1,1,1,1,0
27378,0,1,1,0,1,1,2,0,0,0,1,0,0,0,2,1,1,2,1,1,1
38266,1,0,1,0,1,2,0,0,2,0,1,0,1,0,2,0,0,0,1,2,1
46270,1,1,1,0,1,1,0,2,2,0,0,0,2,1,0,1,2,0,1,2,1
26551,1,1,1,1,0,0,1,0,2,1,0,1,0,0,2,0,1,1,1,1,1
8368,1,1,0,0,0,0,1,0,2,0,0,1,2,1,2,1,1,1,0,1,0
2121,1,1,2,0,0,0,1,0,2,0,1,0,0,1,1,0,2,1,1,0,1
45738,1,1,1,2,0,1,2,1,1,1,0,1,1,1,0,1,0,2,0,1,1
34901,0,1,1,0,0,2,1,1,2,1,0,1,1,1,1,1,2,1,0,2,1
40314,1,1,1,2,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1
10278,0,1,2,1,0,2,0,2,0,1,1,0,0,0,2,0,1,2,1,2,0
31795,1,1,1,1,1,2,0,2,2,1,1,0,2,0,1,0,2,1,0,1,0
1714,0,0,0,2,0,0,1,2,0,0,1,0,0,0,1,0,2,0,1,0,0
15695,1,0,2,1,1,2,0,2,2,0,0,1,0,0,2,1,1,2,1,0,1
5878,1,1,0,1,1,0,2,2,1,1,1,1,2,1,0,0,1,2,1,0,0
6000,0,1,2,0,1,1,0,0,1,0,0,0,1,1,0,1,2,2,0,0,0
36225,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,1,0,2,1,1,1
37551,1,1,1,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1,1,2,1
9383,1,0,2,0,1,0,2,2,2,0,1,1,0,1,2,0,1,1,1,1,0
5881,0,0,1,1,1,2,0,1,0,1,0,1,0,1,2,1,2,1,0,0,0
11935,0,1,2,2,0,2,1,0,0,0,1,0,2,0,2,1,1,0,1,2,0
19696,0,0,0,0,0,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0
30423,1,0,0,1,1,2,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1
27015,1,0,0,0,0,2,0,0,2,1,0,1,0,0,2,1,1,1,0,1,0
17264,1,1,2,2,0,2,2,0,1,0,0,0,2,1,1,0,0,1,1,1,1
13645,1,1,2,1,1,0,2,2,2,0,0,0,2,1,0,1,0,2,1,2,0
34440,1,1,0,0,0,1,1,2,2,1,0,1,0,1,1,1,1,0,0,2,1
31477,1,0,2,0,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0
32130,1,0,1,0,1,2,2,1,2,1,0,1,0,0,2,1,1,2,1,1,0
37249,1,0,1,2,1,0,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0
7976,1,1,1,0,1,1,1,2,2,1,1,1,1,1,0,0,1,0,1,1,1
35862,0,0,2,1,1,2,1,0,2,0,0,1,0,1,0,1,1,1,0,2,0
34710,1,1,2,0,0,0,2,0,1,1,1,0,0,0,0,1,2,1,0,0,0
5407,1,1,1,0,1,2,2,1,0,1,1,1,0,1,0,1,0,2,1,1,0
37826,1,0,1,0,1,0,2,2,1,1,1,0,2,1,2,1,1,1,0,1,0
22702,1,1,1,1,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,0
25760,0,1,1,1,1,2,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
19574,1,1,0,0,0,1,0,0,1,0,1,0,1,1,2,0,1,0,0,1,0
20452,0,1,1,1,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0
33775,0,1,2,2,1,1,0,2,1,1,1,0,1,1,0,0,1,0,0,1,0
851,0,0,0,2,0,0,1,2,0,1,1,1,0,1,0,0,0,2,1,2,0
17587,1,1,0,0,1,2,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
35064,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,0,1,2,1,2,1
35455,0,0,0,1,1,0,2,0,2,1,0,0,2,1,0,1,0,2,1,2,0
34088,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0
31512,0,0,0,2,1,1,2,0,0,1,1,0,0,1,1,0,0,0,1,1,1
27302,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,2,1,1,0
6605,0,0,0,2,0,2,2,0,2,1,0,0,0,1,1,0,0,0,0,1,1
1724,0,0,0,1,1,2,0,0,2,1,0,1,0,1,0,1,1,0,1,2,0
16030,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,2,0
4709,1,0,1,2,0,1,0,1,0,0,1,0,2,1,1,1,2,2,1,1,0
32332,0,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0
21533,0,0,2,1,0,2,2,2,1,0,0,1,2,1,2,1,0,2,0,1,0
48659,1,0,0,2,0,1,0,2,0,1,0,0,0,1,1,1,1,1,0,0,1
39061,0,1,1,2,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
7952,0,1,1,0,0,2,2,1,2,1,0,0,1,1,0,1,2,1,0,0,0
9399,1,1,2,0,1,1,0,2,1,1,0,1,2,1,0,1,1,2,1,1,0
26295,1,0,0,1,1,0,0,1,2,1,1,0,0,0,0,1,0,1,1,1,1
17201,0,1,1,0,0,0,0,2,1,0,1,1,0,1,0,1,2,1,0,0,0
10236,0,0,2,0,0,1,0,2,0,0,1,0,0,0,2,1,1,1,1,1,1
30163,1,0,0,1,0,2,2,2,0,0,1,1,0,1,1,0,1,0,1,1,1
19260,1,0,1,0,0,0,2,1,0,1,0,0,2,0,2,0,2,0,1,1,1
37819,1,0,2,1,0,0,0,0,0,1,1,0,2,1,2,0,1,2,1,1,0
49388,1,0,2,0,1,1,2,1,2,1,1,0,0,0,0,1,2,0,1,1,1
47314,1,0,2,2,1,2,1,0,2,0,0,0,1,1,2,0,1,0,0,1,1
18353,0,0,2,1,0,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1,1
824,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1
5808,1,0,1,1,0,2,0,2,0,0,0,0,0,0,2,0,2,2,1,0,1
1974,0,0,1,1,1,1,1,0,2,0,1,0,1,0,1,0,1,1,0,0,1
4298,0,0,1,2,1,1,1,2,1,1,1,0,0,0,1,1,1,0,1,1,0
2008,0,0,2,0,1,1,1,0,2,1,1,0,2,1,1,1,2,1,1,0,0
31030,0,0,1,2,0,0,1,2,0,1,1,0,0,1,2,0,2,0,1,2,0
4405,1,0,2,1,0,1,1,1,1,1,1,1,0,0,1,0,2,0,0,0,1
36621,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
33440,0,1,0,2,0,0,2,0,2,0,0,0,1,0,2,1,1,2,1,1,0
20744,0,1,1,1,1,2,0,0,2,1,1,0,1,0,1,1,0,1,1,2,0
16545,1,0,2,2,0,2,0,1,2,0,0,1,1,1,2,1,1,2,0,0,1
22464,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
8186,1,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1,0,2,0,2,1
16894,1,1,2,0,0,2,0,1,1,0,1,1,1,0,0,0,1,2,0,0,1
48560,1,1,0,1,1,2,1,0,0,0,0,0,0,1,2,1,1,0,1,2,0
12085,0,1,2,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
28395,0,1,1,1,1,0,0,0,2,1,1,1,2,1,1,0,1,0,0,1,1
35604,1,1,0,1,1,0,0,2,2,1,1,0,0,0,0,0,1,1,1,1,0
27681,1,0,0,2,0,1,2,2,1,1,0,1,0,1,0,0,2,2,0,0,0
24219,0,0,2,0,0,2,0,2,2,0,1,0,0,1,2,1,1,0,0,1,1
7721,0,1,2,2,1,1,2,0,2,0,1,0,1,0,1,0,1,0,0,0,1
28358,1,1,1,2,0,1,0,2,0,0,0,1,0,1,0,1,1,1,0,1,1
46787,0,1,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1
48502,0,0,2,0,0,2,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1
36575,0,1,1,2,0,0,2,0,0,1,1,0,2,0,1,0,2,2,1,2,0
14685,1,1,0,1,1,2,1,0,2,0,1,0,1,0,2,1,0,0,1,1,0
35175,0,1,2,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0
28857,1,1,0,1,0,2,2,0,2,1,0,0,1,1,0,0,0,0,1,2,1
28787,1,0,0,2,0,0,0,0,2,1,1,1,0,0,0,1,1,2,0,1,1
18432,1,0,0,2,0,1,2,0,1,1,1,1,0,0,2,0,1,2,0,2,0
17809,1,1,0,2,0,2,2,0,1,0,0,0,1,1,2,1,0,2,1,0,1
23515,0,0,1,0,1,1,2,0,0,1,1,1,2,0,2,0,0,0,1,0,1
47488,0,0,0,0,1,0,1,1,0,1,0,0,2,1,0,0,2,2,0,1,0
31939,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,1,2,2,1,0,1
37897,0,1,1,1,1,2,2,1,2,1,1,1,0,0,2,0,2,1,1,2,1
9982,0,1,2,2,0,2,0,0,2,1,0,0,2,1,2,1,0,2,0,2,0
25252,1,0,0,0,1,2,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0
17790,0,1,1,2,0,1,2,1,2,1,0,1,0,0,1,0,1,1,1,0,0
29608,0,0,2,2,0,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,1
40457,0,1,1,0,0,2,2,0,1,1,0,0,2,1,2,0,2,0,1,0,1
48052,1,1,1,0,1,2,2,0,2,0,1,1,0,0,0,1,1,2,1,2,0
43936,0,1,2,1,0,1,1,0,1,1,1,1,1,0,2,0,2,1,1,1,0
1103,1,0,0,0,1,2,2,1,2,1,0,0,0,0,2,0,2,1,1,0,1
35450,0,1,2,2,0,1,0,1,1,0,1,0,1,1,2,0,1,2,0,1,1
1891,1,1,0,2,0,1,2,1,1,1,1,1,1,1,0,1,2,2,0,2,0
13167,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1
29647,0,0,0,1,1,0,2,0,2,0,1,1,1,0,2,1,0,0,1,1,0
34603,1,1,1,0,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,1,1
47342,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
40831,1,1,0,1,1,0,2,2,2,1,1,0,1,0,0,0,1,1,1,2,1
28366,0,0,2,1,0,1,2,0,0,1,1,0,2,1,2,0,0,0,0,2,0
8746,0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,1,2,1,0,1,1
11701,0,1,0,1,0,1,2,0,2,0,1,0,1,1,0,1,1,1,0,2,1
22590,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0
30417,1,1,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,1,0
8308,1,0,1,2,1,2,0,0,2,0,1,0,0,0,2,0,2,0,1,1,0
47749,1,0,0,1,1,1,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0
172,0,1,1,0,1,0,0,2,1,1,1,1,1,0,0,1,2,2,1,2,1
39585,1,0,0,2,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,0
20324,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,1,0,2,1,0,1
4110,1,1,0,0,0,2,2,0,1,1,0,1,1,0,2,1,1,1,1,1,0
2219,0,0,0,0,1,2,1,0,1,1,0,0,1,1,2,0,1,0,1,1,1
84,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
10661,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,0,1,1,1,0,0
13014,1,1,0,2,0,2,2,0,0,0,0,1,0,1,2,0,1,0,1,1,0
39064,0,1,2,1,1,1,0,0,1,1,1,1,0,1,2,1,2,0,1,0,0
17969,1,0,2,1,0,1,2,0,2,0,1,0,2,0,0,1,2,2,0,1,1
1517,0,1,0,0,1,2,1,1,0,0,1,1,0,0,0,0,2,1,0,2,1
14020,1,1,1,2,1,2,2,0,1,0,0,0,2,1,2,0,1,1,1,0,0
41003,0,0,0,0,0,0,2,1,0,0,0,1,2,1,2,0,0,1,1,1,1
4577,0,1,0,1,1,1,1,0,2,1,1,0,0,0,2,1,0,2,1,2,0
17027,0,1,1,1,0,1,2,0,1,1,1,1,2,0,2,1,0,1,1,0,0
38700,0,1,1,2,0,1,2,0,0,0,1,0,2,1,2,0,1,0,0,2,0
4068,0,0,1,1,1,2,2,0,2,1,0,0,0,0,1,1,2,2,1,0,0
21399,1,0,2,2,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,1,1
32523,1,0,0,1,1,0,2,1,2,1,1,1,0,0,2,0,0,0,1,2,1
16929,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0
247,0,0,0,2,0,0,1,2,1,1,1,0,2,0,1,1,2,0,0,1,0
17035,0,0,0,1,1,0,0,1,1,1,1,1,2,1,2,1,2,0,1,0,1
38925,1,1,1,2,0,2,1,1,2,0,0,0,0,1,1,0,1,2,1,1,1
14630,0,1,1,0,0,1,0,0,0,1,1,1,0,0,2,1,1,1,1,1,0
45880,1,0,1,1,1,1,0,2,1,0,1,0,2,0,0,0,1,1,1,1,0
46191,1,0,0,0,0,2,1,0,2,0,0,0,1,0,1,1,2,1,0,0,0
28170,0,1,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,2,0,0,0
26387,1,0,0,2,1,2,1,1,1,0,1,1,0,0,0,1,2,0,1,0,0
27749,0,1,0,2,1,2,1,0,2,0,0,0,0,0,2,1,2,0,1,1,0
40233,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2,0,1,0,0,1,1
36383,0,1,1,0,0,1,0,2,1,0,0,1,1,0,2,0,1,1,0,0,1
48122,0,1,0,1,1,0,2,1,2,0,0,1,0,0,0,1,1,1,1,1,1
233,1,0,0,2,0,2,2,0,0,1,0,1,0,0,2,1,2,2,1,0,1
34372,1,1,0,1,1,2,1,0,2,0,1,0,1,1,1,0,1,2,0,0,1
12619,0,1,1,0,1,1,1,0,2,1,1,0,0,1,2,0,2,2,0,1,1
5116,1,1,2,0,1,1,2,2,1,0,0,0,0,0,2,0,0,2,1,0,1
41388,1,0,0,1,0,0,0,1,2,1,0,1,1,1,0,0,0,1,1,0,1
8716,0,0,2,1,0,2,2,1,1,1,0,1,2,0,2,0,2,0,1,2,0
35021,0,0,0,1,1,2,0,0,2,0,1,1,2,0,0,1,1,0,0,2,1
9266,0,1,0,0,0,1,0,2,0,1,0,1,2,0,0,1,1,1,1,1,0
2365,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,0,2,1,1,0,1
17279,1,1,0,2,0,2,1,1,0,0,0,1,2,0,0,0,1,2,0,0,1
46544,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1
14105,1,1,1,0,1,1,0,0,1,0,1,0,0,1,2,1,2,0,1,2,1
