ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
36756,1,1,1,1,0,1,2,2,2,1,1,0,1,1,0,0,1,1,0,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,2,1,2,0,2,1,1,0,0,2,1,0,1,1,1
36604,1,1,1,1,0,1,1,1,2,0,0,1,2,1,2,0,0,2,0,2,1,1,1,0,1,0,0,0,1,1,1,0,0,1,2,0,1,1,2,1,0,2,1,1,1,1,1,1,1,2,0
27676,0,0,1,2,1,2,1,0,2,1,1,0,0,1,1,0,1,0,0,0,2,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,2,1,0,1,0,2,2,2,0,0,0,0,2,0,1
44402,1,0,1,0,0,1,2,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,1,2,2,2,0,0,0,0,1,0
12050,0,1,1,2,0,1,1,2,0,0,1,1,1,0,1,0,2,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,2,0,0,2,1,0,0,0,1,1
28603,1,1,2,2,1,1,2,0,2,0,1,0,1,0,2,0,2,1,1,1,2,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,2,2,1,1,1,2,1,0,0,2,0
6901,0,0,2,2,1,2,2,1,0,1,1,0,0,0,2,1,2,2,1,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,1,1,2,1,0,2,1,1,0,2,1
23682,0,0,1,1,1,2,2,1,2,0,1,1,0,0,1,0,1,2,1,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
33078,1,0,1,1,1,0,1,0,2,0,1,1,2,0,2,1,0,0,1,0,0,0,2,1,1,0,1,0,2,0,1,1,1,1,0,0,0,1,2,0,2,0,0,0,1,2,1,0,1,0,1
26840,0,0,0,0,0,2,0,2,2,1,0,0,0,1,0,1,0,1,1,2,0,1,2,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,2,2,2,2,1,0,1,1,1,2,0
625,1,1,2,0,0,1,0,1,2,0,0,1,1,0,1,0,2,2,0,2,0,1,0,1,1,1,1,0,1,0,1,2,1,0,2,0,2,1,2,0,2,2,2,1,2,1,0,0,2,2,1
3239,1,1,2,2,0,1,2,0,1,0,1,0,0,1,0,0,1,2,1,1,2,0,2,0,0,0,1,0,1,1,0,1,0,1,2,1,0,1,0,0,1,1,2,1,1,1,1,0,1,0,1
8436,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,2,1,1,2,2,2,0,2,1,0,1,0,1
35221,0,1,1,2,0,2,2,2,1,1,0,1,1,0,2,0,2,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,1,2,1
42626,0,1,2,1,1,0,1,0,2,1,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,1,0,0,2,1,2,2,0,2,1,0,1,2,0
28329,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,2,2,0,0,0,0,2,1,0,0,2,1,0,0,0,0,1
35635,1,1,0,2,0,0,2,1,1,1,1,1,1,0,1,0,0,1,0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,1,2,1,1,0,1,1,1,2,2,2,2,1,1,1,0,0,1
34173,0,1,2,2,0,1,1,0,0,0,1,0,1,0,2,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,2,1,0,0,2,0,1,1,0,2,2,2,1,1,0,0,0,2,1,1
9732,0,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,1,1,0,0,1,1,0,1,0,0,1,2,2,1,1,0,0,0,1,1,0,0,0,0,1,2,1,0
18855,0,0,2,0,1,0,0,1,2,1,1,1,0,0,0,1,1,1,1,1,2,0,2,1,1,0,0,1,1,1,0,0,0,0,1,1,2,1,1,1,0,0,2,0,0,2,0,0,1,2,1
17351,0,1,2,0,0,1,0,2,2,1,1,0,1,0,1,1,2,1,1,1,0,1,2,0,0,0,1,1,1,1,0,2,0,0,2,1,1,1,0,0,2,2,2,1,2,2,0,1,1,1,1
18662,1,1,2,2,0,2,0,2,2,0,1,1,0,1,1,0,2,2,0,0,1,1,2,1,0,0,0,0,0,0,1,2,1,0,0,1,1,0,2,0,2,2,2,1,2,1,0,0,1,2,0
45197,0,0,2,2,1,2,2,1,2,0,0,0,2,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,2,0,0,1,1,2,2,0,0,2,0,0,0,1,0
25460,0,0,0,0,0,2,2,0,2,1,0,1,2,0,2,1,2,1,0,1,2,1,2,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,1,0,2,2,2,0,2,0,0,1,2,2,1
2194,0,0,1,1,1,2,2,0,0,1,1,1,2,0,2,0,0,2,1,1,1,1,2,0,1,1,0,0,2,1,0,2,1,1,2,2,1,0,2,1,2,0,2,0,2,2,0,0,2,0,1
23218,1,0,2,2,0,1,0,2,2,1,1,0,2,0,0,0,1,1,1,2,1,1,2,1,1,0,1,0,1,1,1,2,1,0,2,0,1,1,1,0,2,2,2,1,0,1,0,0,1,2,0
12174,0,0,0,1,0,1,1,2,0,0,1,0,1,1,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,1,1,2,2,0,1,2,0,0,2,2,1
36842,1,1,2,2,1,1,0,0,2,0,1,0,2,1,2,0,2,0,1,1,1,0,2,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,1,2,2,0,2,1,2,0,1,0,2,0
47168,0,1,0,0,1,2,1,1,1,1,1,1,2,0,1,0,2,1,1,2,1,1,2,0,0,0,0,1,2,1,1,1,1,0,2,0,2,1,1,0,2,0,2,2,1,2,1,1,1,0,1
13870,0,0,1,1,0,2,1,2,1,1,1,0,0,0,2,0,1,0,1,1,0,1,2,0,1,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,2,2,2,0,0,0,1,0,0,1,1
49320,0,0,0,2,0,0,2,1,0,1,1,1,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,1,1,0,2,0,0,0,1,0,0,2,2,2,0,0,0,0,0
23817,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,0,0,1,0,0,1,1,1,0,2,1,0,2,1,1,2,0,2,0,0,1,0,2,2,1,2,1,1,1,1,1,0
21377,0,0,2,2,0,0,1,2,0,0,1,1,2,1,0,1,0,2,1,2,0,1,2,1,1,1,0,1,2,0,0,1,0,1,2,0,0,1,0,1,1,1,0,2,2,0,0,1,2,1,0
37473,1,0,2,2,0,0,2,0,2,1,1,0,0,1,0,0,2,0,1,2,1,0,2,0,1,0,1,0,0,0,0,0,0,1,2,2,2,1,0,1,2,2,1,0,2,1,1,1,0,1,0
34271,1,0,2,1,0,1,2,1,2,1,1,1,2,0,1,1,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,2,0,2,1,1,1,0,0
39550,0,1,1,2,1,1,0,0,0,0,0,1,2,0,1,1,2,2,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,1,2,0,1,1,1,1,2,2,2,0,1,1,0,1,1,0,1
21343,1,0,0,2,1,2,2,1,1,1,0,0,1,0,1,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,2,0,1,2,1,2,1,1,0,1,0,1,1
28745,1,0,2,1,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,2,0,1,1,0,2,1,0,0,0,1,0,0,0,2,1
24621,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,2,1,0,2,2,0,2,1,1,0,0,0,1,0,0,1,1,0,0,2,2,0,1,0,2,2,1,0,2,0,0,0,1,2,0
909,0,1,2,0,1,0,1,1,2,0,0,0,0,1,2,0,2,0,0,1,0,0,2,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,2,2,1,2,1,1,0,2,0
32044,0,1,2,2,0,2,2,2,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,2,1,1,0,1,0,1,2,0,1,0,1,1,2,1
32880,0,1,0,0,0,2,0,2,1,1,1,0,1,0,2,0,1,0,1,2,2,1,0,0,1,0,0,0,0,1,1,1,0,1,2,2,0,1,1,1,0,2,2,2,1,2,1,0,2,2,0
26593,0,0,1,2,1,1,2,0,1,1,1,0,2,0,2,1,1,0,1,0,2,1,0,0,1,1,0,1,1,0,1,1,1,0,2,1,1,1,2,1,0,2,0,1,2,2,0,0,2,2,0
41966,0,0,1,2,1,0,1,2,2,1,0,1,2,0,0,0,0,1,0,2,2,0,1,1,0,0,0,1,1,1,1,0,1,1,2,0,0,1,0,1,1,2,0,0,2,0,1,0,2,1,1
29974,1,0,1,0,0,0,2,1,0,0,0,1,2,1,2,0,0,1,1,2,2,1,1,0,0,1,0,1,2,1,0,0,0,0,0,1,2,1,0,1,1,2,2,1,0,2,0,0,0,2,1
22649,1,1,1,1,1,0,1,1,2,1,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,1,1,1,2,2,0,2,0,1,0,0,2,2,0
40998,1,1,0,0,1,2,1,1,2,1,0,0,1,0,1,0,1,2,0,1,2,0,2,0,1,0,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,0,2,1,1,1,0,1,2,0,0
25017,1,1,2,0,0,2,1,0,2,1,0,0,1,0,2,0,1,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,2,0,1,1,1,1,0,0,1,2,0,2,0,0,1,0,0
13414,1,1,2,1,1,1,2,1,2,0,1,0,0,1,0,0,1,1,0,0,2,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,2,1,0,1,2,0,2,2,1,2,1,0,2,1,0
10310,1,1,0,2,1,0,2,1,2,0,1,0,2,1,0,1,2,1,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,2,0,1,0,1,2,0,0,2,1,0
40284,0,0,1,2,1,2,1,0,2,0,0,0,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,1,2,1,1,0,1,2,0,2,2,1,1,0,2,1,1
47093,1,1,0,2,0,0,1,0,2,1,1,1,1,1,0,0,1,1,0,2,1,0,1,0,1,1,1,1,2,0,0,0,1,1,2,0,1,1,0,1,1,0,1,2,2,1,0,1,2,0,0
20734,1,0,0,0,0,0,1,1,2,1,1,0,1,0,1,0,2,0,0,2,1,1,2,0,0,0,1,0,1,0,0,2,0,1,1,2,2,1,0,0,1,1,2,0,1,1,1,1,1,1,1
27186,0,1,2,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,2,0,2,0,1,1,0,1,2,1,0,0,0,1,1,1,0,1,0,0,1,2,0,2,2,2,0,1,0,0,0
46978,1,0,2,2,1,2,1,2,0,1,0,1,2,1,0,0,1,0,1,0,2,1,0,1,1,1,0,0,0,1,1,2,0,0,1,0,1,0,0,1,2,1,2,1,1,1,0,0,2,0,0
27213,1,0,2,2,1,2,2,1,2,1,1,1,0,0,1,0,1,0,1,0,1,0,2,0,1,0,1,1,2,1,1,1,0,1,1,1,2,1,0,1,0,2,1,0,2,2,0,0,2,1,1
29157,1,0,1,1,1,2,1,2,1,0,0,1,1,0,2,0,2,0,0,1,0,1,0,1,0,1,1,1,2,1,0,2,0,1,0,0,0,1,2,0,2,0,0,1,2,1,1,0,0,0,1
39019,0,0,0,2,0,1,1,2,0,1,0,1,0,1,0,1,0,2,0,0,2,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,1,1,1,2,2,2,1,0,0,0,2,1
4220,0,1,1,2,0,0,2,2,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,2,1,1,0,2,2,1,0,1,1,2,2,2,0,0,0,1,0,2,0
20668,0,0,0,2,1,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,1,1,1,2,1,1,1,0,2,1,2,1,1,0,0,1,1,1,1
25284,1,0,2,2,0,1,1,2,1,0,0,0,0,1,2,0,2,2,1,1,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,2,2,0,2,1,2,1,0,0,0,0
23508,0,0,0,1,0,1,2,0,2,1,0,0,1,1,2,1,2,0,1,0,0,1,2,1,1,0,0,0,2,0,1,0,0,1,1,0,1,1,2,1,2,1,2,0,1,1,1,1,1,2,1
48365,1,1,2,0,1,1,1,2,0,1,0,1,2,1,0,0,0,2,0,1,0,0,2,1,1,0,1,1,1,1,1,0,0,0,2,0,1,0,2,1,2,2,1,0,2,1,1,1,2,0,1
5377,0,1,2,2,0,0,1,2,1,0,0,1,1,1,0,1,0,1,1,0,2,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,2,1,0,2,2,0,1,1,0,1,2,2,1
7707,1,1,1,1,0,2,1,1,1,0,0,0,2,0,1,0,2,2,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,1,2,2,0
1959,1,1,1,2,0,1,1,2,2,0,1,1,2,1,2,1,1,1,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,2,1,0,2,2,1,0,2,1,1
28687,0,1,0,1,0,2,1,2,1,0,1,0,0,0,0,0,2,2,0,0,2,0,2,0,0,1,0,1,2,1,1,1,0,1,2,1,2,1,2,1,0,1,2,1,0,2,0,0,2,2,1
10646,1,1,2,0,1,1,0,2,2,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,2,1,2,0,2,0,1,1,0,1,0,0,1,0,0
11654,0,0,1,0,0,1,2,1,2,1,1,0,0,1,1,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,2,0,1,1,0,1,0
21390,1,1,2,0,0,0,0,0,1,0,1,0,1,0,2,1,1,0,0,1,2,0,2,0,1,1,1,0,0,0,0,1,1,1,0,2,0,1,2,1,2,1,2,0,0,0,1,0,2,1,1
44299,1,0,1,2,1,0,1,1,0,0,0,0,2,0,2,0,1,2,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,2,0,1,0,1,2,1,0
49445,0,1,1,1,1,1,2,2,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,0,1,2,0,0,1,0,1,1,0,2,1,1,0,2,0,2,2,0,0,1,1,2,2,0
14494,0,0,2,1,0,0,0,1,0,1,0,1,0,1,2,0,0,2,0,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,1,0,2,0,1,1,0,2,2,0,2,0,0,1,0,2,1
2115,0,0,2,2,1,2,2,0,1,1,1,1,0,0,0,0,2,1,1,0,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,2,0,2,1,2,0,0,1,2,0
19919,0,1,2,2,0,0,0,1,0,0,1,0,1,0,2,0,0,2,0,1,2,0,2,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,2,1,2,1,1,2,0,1,1,2,1
43078,1,0,2,0,1,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,2,1,0,2,0,2,0,0,0,1,1,0,2,2,2,0,0,0,2,0
17707,0,1,1,2,0,1,2,0,0,1,1,1,1,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,1,0,2,2,2,2,1,0,1,0,2,0,1
26741,0,0,2,1,1,1,0,0,2,1,0,1,1,0,2,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,2,0,1,0,0,0,2,2,1,2,1,0,0,1,0,1
32587,1,1,2,0,1,2,2,1,0,0,1,1,1,1,0,1,2,1,0,2,0,0,0,0,1,0,1,1,2,1,0,2,0,0,0,2,2,0,1,0,0,2,2,0,1,1,1,1,0,1,1
21134,1,1,1,2,1,2,0,2,2,0,1,1,0,0,2,0,0,2,0,1,2,1,2,0,0,0,1,1,1,1,0,2,1,0,2,1,0,1,0,0,2,2,2,2,2,1,1,1,1,2,0
9186,1,0,1,1,0,2,2,2,2,0,1,1,1,0,2,1,2,0,1,2,2,1,0,0,0,0,1,0,1,0,1,0,1,1,1,2,1,0,2,0,1,2,2,0,1,2,0,0,2,2,1
29000,0,1,0,1,1,0,1,0,2,1,1,0,1,0,2,1,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,2,0,1,0,0,2,1,0,1,1,1,2,2,2,1,1,0,0,2,0
36347,1,0,0,0,1,0,2,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0,2,0,2,1,0,1,1,0
40616,1,0,0,0,1,1,2,1,2,0,1,1,0,0,2,1,2,2,1,2,1,0,0,1,1,1,1,0,0,1,1,2,0,1,1,0,0,0,0,1,2,1,0,2,2,0,1,0,1,0,1
13296,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,0,2,1,2,0,2,0,2,0,2,1,1,1,1,2,0
38481,0,1,2,2,1,1,0,0,2,1,1,1,0,0,1,1,2,1,1,2,2,1,2,0,1,0,0,1,1,1,1,0,1,1,2,0,0,1,0,1,1,0,0,1,1,2,1,0,2,2,0
27699,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,2,0,1,1,1,2,1,0,0,1,1,0,1,0,1,0,0,1,2,0
44236,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,1,0,1,0,0,2,2,2,1,1,1,1,0,1,2,0
1696,0,0,0,1,0,0,1,0,1,1,1,0,2,0,2,0,1,1,1,0,1,0,1,0,0,1,0,0,2,0,0,2,1,1,1,0,0,1,1,0,0,0,2,2,0,1,0,1,2,2,1
16303,1,0,1,2,1,1,1,0,0,0,1,0,1,0,0,1,2,2,1,1,0,1,0,1,1,0,1,0,2,1,1,2,0,1,1,2,2,0,2,1,1,0,2,1,2,1,1,0,1,0,1
48055,0,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,1,2,0,0,2,2,2,0,0,2,2,1
34066,0,1,1,1,1,1,2,1,2,0,1,0,2,1,2,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,2,1,2,0,1,1,1,2,0,2,0,0,0,1,2,0,1
20603,0,1,2,1,1,0,1,0,2,1,0,0,1,0,1,0,2,1,1,1,0,1,2,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,2,1,1,0,0,1,1,1,0
31896,0,0,1,0,1,1,2,1,2,1,1,0,0,0,2,1,2,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,2,2,0,1,0,0,2,1,2,2,2,2,0,1,0,2,1
31004,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,1,2,2,1,0,0,1,1,1,1,2,0,0,1,0,1,1,0,2,0,1,1,1,0,2,1,0,2,0,0,2,0,0
18843,0,0,1,0,1,2,2,2,2,1,1,0,0,0,1,0,2,0,1,2,1,1,2,0,1,0,1,0,1,0,1,1,0,0,2,0,1,1,0,0,0,2,1,1,0,2,0,0,2,0,1
40024,0,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,2,2,1,0,1,2,0
48549,1,1,1,1,1,0,0,2,2,0,0,0,1,1,0,1,1,0,1,1,0,0,2,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,1,2,2,1,2,0,0,1,1,0
46443,1,1,0,0,1,2,1,2,0,1,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,2,0,1,1,1,0,1,2,0,2,2,0,2,0,0,0,0,1,0,0
7960,1,1,0,1,1,2,1,2,2,1,1,0,2,0,0,1,1,2,1,0,2,0,1,1,1,0,1,0,1,0,1,0,0,1,2,0,1,1,1,0,1,0,0,2,2,2,0,1,1,2,0
27675,0,0,2,0,1,0,2,1,2,1,1,1,0,0,1,1,1,1,1,2,2,0,0,1,1,1,0,1,1,1,1,0,1,0,1,2,0,0,2,1,1,0,0,2,1,2,1,1,0,1,0
39564,1,0,2,2,0,2,2,1,2,1,0,0,2,1,0,0,0,0,1,1,2,1,2,0,1,1,1,0,0,0,0,1,1,0,2,0,1,1,1,0,2,0,1,2,0,1,1,1,0,2,1
17166,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,0,1,0,1,2,1,1,1,2,1,0,0,1,0,1,1,0,2,2,1,1,1,1,1
21166,0,0,0,1,1,1,0,1,0,0,1,1,2,1,0,1,2,0,0,0,1,0,2,1,1,0,1,0,2,0,1,0,0,0,0,1,2,1,1,0,1,2,2,2,2,0,1,1,2,2,1
48433,1,1,2,2,0,0,1,0,2,1,0,0,0,0,0,0,2,1,1,2,0,0,2,0,1,0,1,1,2,1,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,1,1,1,0,1,1
45379,1,0,2,0,1,2,1,0,2,0,1,0,1,1,0,0,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,1,1,1,2,1,0,0,0,0,1,1,0,1,2,1,0,1,1,0,0
11128,0,0,1,0,1,0,1,0,2,1,1,1,2,0,2,1,2,2,0,2,0,1,1,0,0,1,1,0,0,0,1,0,1,1,2,1,2,1,2,1,2,2,2,0,1,0,0,1,2,2,1
11198,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,2,1,1,2,0,2,0,0,1,0,1,1,1,0,1,0,0,1,2,2,1,0,1,0,0,2,0,2,2,0,0,0,1,1
6508,0,0,1,1,0,1,1,2,2,1,1,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,2,2,0,0,1,2,2,0,2,1,0,1,1,2,2,0
18209,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,0,2,2,1,0,0,1,1,1
