ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
49591,1,1,1,0,1,1,1,2,2,1,0,0,0,0,0,1,0,1,1,2,0
2266,1,0,0,1,1,0,0,2,0,1,0,1,0,0,2,0,0,1,1,1,0
11732,1,1,2,2,1,2,0,1,1,1,1,1,0,1,2,0,0,2,0,2,1
38134,1,1,0,0,1,0,2,0,2,0,1,1,2,0,2,0,2,1,1,0,0
13781,0,0,2,1,0,2,2,0,2,1,0,1,0,1,2,0,2,1,1,1,0
46180,0,1,1,1,0,2,0,0,0,1,1,1,2,1,0,0,1,2,1,1,0
8238,1,1,0,1,1,1,0,0,0,1,1,0,2,0,2,1,1,1,1,1,1
8627,1,0,1,2,0,0,2,2,1,1,1,1,0,0,0,1,2,1,0,2,1
4303,1,1,2,2,0,1,1,0,1,0,0,0,2,1,2,1,2,0,1,2,0
9419,1,1,0,2,1,2,2,0,2,0,0,1,1,0,2,1,2,2,1,1,0
14685,1,1,0,1,1,2,1,0,2,0,1,0,1,0,2,1,0,0,1,1,0
18331,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
18552,1,1,1,0,1,0,2,1,2,1,1,1,0,1,0,0,0,2,1,2,1
5144,0,0,2,0,1,0,2,2,2,0,1,1,1,1,2,0,1,0,1,1,0
8546,1,1,0,0,1,2,2,1,2,0,0,1,1,1,0,0,1,2,1,2,0
34356,1,1,1,1,1,0,2,2,0,0,1,1,0,1,0,1,0,2,1,2,0
34098,0,0,0,1,0,1,0,1,2,0,0,1,2,1,2,0,2,0,1,0,1
638,1,1,1,2,1,2,0,1,2,0,1,1,2,1,0,1,1,2,1,0,0
32928,0,0,0,1,1,2,1,0,2,1,1,0,0,0,0,0,1,1,0,1,0
46096,1,1,0,1,1,2,2,0,0,1,0,0,1,1,0,0,1,1,1,2,0
34009,1,1,0,2,1,0,2,2,2,1,1,0,0,0,2,1,1,0,1,0,0
15770,1,1,1,1,0,1,1,1,0,1,1,0,2,1,2,1,2,1,1,0,1
4261,1,0,2,0,1,2,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0
17688,1,1,1,2,0,1,2,1,1,0,1,1,0,0,0,1,2,0,1,2,1
41913,0,0,1,2,1,0,0,2,0,1,1,1,2,1,1,0,1,0,0,1,0
378,0,1,0,2,0,2,2,0,0,1,1,0,2,1,2,0,0,2,1,2,1
13934,0,1,1,0,1,2,1,2,1,0,0,0,1,0,0,1,2,0,0,1,0
1379,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,2,0,1,0,0
30431,1,0,2,0,0,2,0,0,0,1,1,0,2,0,1,1,0,1,0,0,0
38925,1,1,1,2,0,2,1,1,2,0,0,0,0,1,1,0,1,2,1,1,1
39591,1,0,2,1,1,2,0,1,1,0,1,1,1,1,2,0,0,0,0,2,0
38305,1,1,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,1,1,0,1
43767,0,0,2,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,2,1
27096,1,0,1,2,0,1,2,1,0,1,1,0,0,1,2,0,2,1,1,2,1
18414,1,0,1,0,0,2,1,1,2,0,0,1,2,1,0,0,1,1,0,0,0
6890,1,0,0,1,1,0,0,0,2,0,1,1,0,1,2,0,2,0,0,2,0
39406,0,1,1,1,1,0,0,0,2,0,1,1,1,1,0,0,2,1,0,1,0
21849,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0
35143,0,1,0,0,1,1,0,1,2,1,1,0,1,0,2,0,2,0,1,1,1
40085,0,1,0,1,0,2,0,0,1,1,0,0,1,1,2,0,2,0,1,1,1
11377,0,0,2,0,1,1,1,0,2,0,1,0,2,0,0,0,0,2,1,1,0
41065,0,1,2,1,1,1,2,0,1,0,1,0,1,0,2,1,0,0,1,0,1
26131,0,0,1,0,0,1,0,1,2,0,0,1,1,1,0,0,1,0,1,1,0
23835,0,1,1,1,1,1,0,1,2,0,0,1,1,1,0,0,1,1,0,2,1
25166,0,1,0,1,0,0,1,2,0,0,1,1,2,1,1,0,2,2,1,2,0
15202,0,1,2,1,0,1,2,1,1,0,1,0,0,1,1,0,0,0,1,2,0
17914,0,1,0,2,0,1,1,1,2,1,0,1,2,1,2,0,2,1,1,0,1
11204,0,0,1,2,1,2,0,1,2,1,0,0,0,1,2,1,0,0,1,1,0
37257,0,0,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1
14820,1,0,2,0,1,0,2,0,1,0,0,1,2,1,0,1,1,0,1,0,0
18768,1,0,0,0,1,2,1,2,1,1,0,0,2,1,1,0,0,1,0,2,0
1348,1,1,0,1,0,2,2,2,0,1,1,0,2,1,2,1,1,1,1,0,1
29901,1,0,0,2,0,2,1,2,0,0,1,0,0,0,2,0,2,1,0,1,0
22765,0,1,0,1,1,0,0,0,2,0,1,0,0,1,1,1,2,1,1,2,0
39218,0,0,1,0,1,1,2,0,2,0,1,1,0,0,0,1,1,1,1,1,0
41771,1,1,2,0,0,2,1,0,2,0,1,0,0,0,2,0,1,0,1,0,1
41387,1,1,2,0,0,2,1,2,2,0,1,0,0,0,2,0,1,1,1,2,0
22060,1,0,2,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0
48061,0,1,0,1,0,2,2,1,1,0,0,0,1,0,1,0,0,2,1,0,0
44970,1,0,2,0,1,0,1,1,2,0,0,0,1,0,1,1,2,1,1,2,0
1884,0,1,2,1,0,1,1,0,1,1,1,0,2,1,0,0,2,2,0,0,1
10438,0,0,0,2,0,1,1,1,1,1,0,1,0,1,2,1,0,2,1,1,0
49605,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,1,1,0,2,0
1009,1,1,0,0,0,2,2,0,0,0,0,1,0,1,2,1,2,1,1,2,0
8835,0,1,1,1,1,1,1,0,2,0,1,1,0,0,2,1,0,0,1,2,1
5394,1,1,2,0,1,2,2,1,0,1,0,0,0,1,2,1,1,2,1,1,0
15084,1,1,0,2,1,0,2,2,2,0,1,0,1,0,0,1,2,0,1,1,1
9584,1,1,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,1,0
12051,1,1,2,0,1,0,1,1,1,0,0,0,2,1,0,0,0,1,1,0,0
26609,0,1,2,1,0,2,2,1,1,0,1,0,0,0,0,1,2,1,0,0,1
25386,0,0,0,1,1,2,0,1,1,1,0,1,2,0,2,0,0,1,0,1,0
12901,0,0,0,1,0,1,0,0,1,1,1,1,2,0,2,1,0,0,0,1,0
27744,1,0,0,0,1,2,0,0,2,1,0,0,0,1,2,0,1,1,0,1,0
42107,0,0,2,2,0,1,2,0,0,0,1,1,0,1,0,0,2,0,0,0,1
43558,1,1,0,2,1,0,1,0,2,1,1,0,1,1,2,0,1,2,0,0,0
42510,0,0,0,1,1,1,2,2,2,0,1,1,0,1,1,1,1,0,0,0,0
42888,0,0,2,1,1,2,0,0,2,0,0,1,2,1,2,1,1,0,1,1,1
37439,0,1,1,0,1,1,0,1,2,1,1,1,1,0,2,0,2,1,1,0,1
8921,0,0,0,1,1,1,1,0,2,1,1,1,0,0,2,0,2,1,1,2,0
24016,1,1,0,2,1,1,1,0,2,1,0,1,0,1,0,1,0,0,1,1,1
29972,0,0,0,0,1,0,2,0,2,0,1,0,2,0,2,1,1,1,1,2,0
41614,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1
28338,0,1,2,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0
10844,0,0,2,1,0,2,0,0,1,0,1,1,1,0,0,1,0,2,1,1,0
32779,1,1,1,2,0,1,0,0,0,0,1,1,0,1,2,0,2,2,1,0,1
29420,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,1,2,0
45749,1,1,1,1,0,2,2,0,2,1,0,0,0,1,0,0,2,1,1,2,1
23776,1,0,1,0,1,1,2,2,2,1,0,0,1,0,2,0,1,1,0,0,0
12540,0,0,1,0,1,2,1,1,2,1,0,1,1,1,2,1,0,0,1,2,1
45758,0,1,2,1,0,0,2,0,2,0,0,0,0,0,1,0,0,2,1,1,0
43807,0,0,0,2,0,2,2,0,1,1,1,1,2,0,2,0,2,1,0,0,0
23953,0,1,2,0,1,1,0,0,1,0,1,0,2,0,0,0,0,2,1,0,0
46001,1,1,1,2,0,0,2,0,0,1,1,0,2,0,1,0,0,0,1,2,1
24752,0,0,2,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,1,1,1
29664,0,0,0,1,1,2,1,0,0,1,1,0,2,0,0,0,1,0,1,1,0
28241,1,0,1,0,0,0,2,2,0,0,1,0,2,0,0,0,0,1,1,1,0
18422,1,1,0,2,0,0,2,2,0,1,1,0,0,0,2,1,1,0,1,1,1
6925,0,1,2,0,1,1,1,2,0,0,1,0,2,0,0,1,1,2,1,0,0
15466,1,0,1,0,1,2,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0
30272,1,1,0,2,0,2,0,1,1,1,0,0,0,1,0,0,1,2,1,0,1
38767,0,1,0,2,0,1,1,2,0,0,0,0,2,0,1,0,0,0,1,2,1
34172,1,1,1,0,0,2,1,2,2,0,0,0,0,1,0,0,0,2,1,1,1
31434,1,1,2,2,0,1,1,0,1,1,1,1,2,0,0,1,1,2,1,1,1
15987,0,0,1,1,0,1,2,1,2,0,1,0,1,0,2,1,1,2,1,1,1
9195,0,0,0,1,0,2,2,0,0,1,1,1,2,1,1,1,2,0,1,0,1
30433,1,0,2,1,1,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0
49364,1,0,0,2,1,2,2,2,1,0,1,1,0,1,2,0,1,0,1,1,0
1593,1,1,1,2,0,2,2,1,0,1,1,0,2,0,2,0,0,2,1,1,0
11926,0,1,1,0,1,2,2,1,0,1,0,1,0,0,0,0,2,1,0,2,0
37133,0,1,0,1,1,2,1,2,2,1,0,0,2,0,0,0,2,1,0,0,1
34278,0,0,2,1,1,1,2,0,2,0,1,0,0,0,0,1,2,0,0,0,1
40036,1,1,0,0,1,2,2,0,1,1,0,0,1,1,1,1,2,2,1,1,1
44015,0,1,2,1,0,0,2,0,2,1,0,1,0,1,2,1,0,2,0,2,1
31641,0,0,2,1,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,0,0
25598,1,1,1,1,0,1,2,0,2,1,1,0,2,1,2,0,2,2,0,0,0
49925,0,1,0,0,0,2,0,1,0,0,1,0,0,1,2,0,1,1,1,2,0
30499,1,0,1,0,1,1,1,1,2,1,1,0,2,0,0,1,2,0,1,1,0
11025,1,1,0,1,0,2,0,1,1,1,0,0,2,1,1,1,0,1,0,0,1
31447,0,1,2,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0
7364,0,1,2,0,0,0,0,2,1,1,1,0,0,0,2,1,1,1,1,1,1
32603,1,1,1,1,1,2,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0
30800,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0
48720,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,0
41552,1,1,1,2,0,2,2,1,2,1,0,1,2,0,2,1,1,2,0,0,1
13431,1,0,2,0,0,2,0,0,2,0,1,1,0,0,2,0,1,1,1,2,1
7589,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,1
5950,0,1,0,2,0,1,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0
13938,0,1,1,1,0,2,1,1,1,1,1,1,2,0,2,0,2,2,1,0,0
5424,1,1,0,2,0,2,2,0,0,0,0,0,0,0,1,1,2,0,1,1,0
9728,0,0,0,0,0,1,1,2,1,1,1,0,0,0,2,0,0,1,1,2,0
7678,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,1,0,1,1,1,0
28825,0,1,2,0,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,1,1
11516,0,0,2,0,1,0,2,0,2,0,1,0,0,0,2,1,0,2,1,0,0
39253,1,1,2,0,1,1,1,2,1,1,1,1,0,1,0,0,0,1,1,0,1
18891,0,1,2,2,0,1,2,0,1,1,1,0,1,0,2,1,0,2,0,1,0
46269,0,1,2,1,0,1,0,1,1,1,1,1,2,1,0,1,2,1,1,0,1
22427,0,0,1,0,0,0,2,1,0,1,1,0,1,0,1,0,2,1,1,0,1
7784,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0
30083,0,0,0,1,1,0,1,1,2,1,0,1,1,0,1,1,2,0,1,0,1
13397,1,0,1,0,1,2,0,0,2,1,0,1,1,1,0,0,1,1,1,0,0
39154,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,2,0
19327,1,0,0,0,1,1,1,1,2,0,0,1,0,0,2,1,1,0,1,2,1
9852,1,0,0,1,0,2,0,0,2,0,0,1,2,0,0,1,2,0,1,2,1
14665,1,0,0,0,1,0,2,0,2,1,0,0,0,0,2,1,2,2,1,0,1
26981,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,2,1,1,2,0
35673,1,1,1,1,0,1,2,0,1,0,1,1,1,0,2,1,2,2,0,1,0
31288,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,1,0,1,2,0
3912,1,1,0,1,1,0,2,2,1,0,1,0,2,1,2,1,2,2,0,0,1
8440,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,0,2,0,0,0,0
28679,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1
4790,0,0,0,1,0,1,2,2,2,0,0,1,0,0,2,1,0,0,0,1,0
20987,1,1,2,2,0,1,0,0,2,1,1,0,2,1,2,0,1,0,1,0,0
21916,1,1,2,0,1,2,2,0,2,1,0,0,0,0,1,0,0,2,1,1,1
9522,0,0,1,0,1,2,0,0,2,0,0,0,0,1,2,0,0,2,0,0,1
27532,0,1,1,0,0,0,0,2,1,1,1,0,0,0,2,0,1,1,1,0,0
23122,1,1,2,0,0,1,2,0,0,0,1,0,2,0,0,0,2,1,0,2,0
48989,1,0,2,1,0,2,1,2,0,1,0,1,2,1,2,0,1,0,0,1,1
22325,0,0,1,2,1,1,2,1,0,0,1,0,2,1,0,0,1,2,0,1,1
29626,1,1,1,1,0,0,2,2,0,1,1,0,2,0,0,0,0,2,1,2,1
20249,0,1,1,0,1,1,1,1,2,0,0,0,1,0,1,0,1,2,1,1,1
16808,0,1,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0
39701,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,2,0
41696,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1
40833,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,2,1,2,1
1085,0,1,1,2,1,0,2,1,0,1,0,1,2,0,0,1,1,2,1,1,0
48288,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
26204,0,1,0,2,1,2,0,0,1,1,0,0,0,1,1,1,2,0,1,0,1
20493,1,0,2,2,0,0,0,0,2,0,0,1,0,0,2,0,2,1,1,1,1
1149,0,0,1,0,1,1,0,1,2,0,1,0,1,1,1,0,0,0,0,2,0
9225,0,1,0,1,0,2,0,0,1,0,1,1,2,1,2,1,2,0,0,0,1
16579,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,1,1,1,2,1
35397,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
41735,1,1,2,1,1,2,0,2,1,0,0,0,2,1,0,0,0,0,1,2,1
16701,0,0,0,1,0,0,1,2,1,1,1,1,0,0,2,1,0,0,0,0,1
12514,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,2,0
13860,0,1,2,2,1,2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1
37691,0,1,2,1,0,1,0,2,1,0,0,0,2,0,2,1,0,2,0,1,1
1017,1,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,1,2,1
39641,1,0,2,2,0,1,2,2,0,1,1,0,2,0,1,0,2,2,0,2,0
